"","month","value","year","Departamento","Municipio","variable","sector"
"12696","Diciembre",NA,2016,"47 - Magdalena","47720 - Santa Bárbara De Pinto","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1892","Enero",NA,2016,"47 - Magdalena","47745 - Sitionuevo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"2697","Febrero",NA,2016,"47 - Magdalena","47745 - Sitionuevo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"3697","Marzo",NA,2016,"47 - Magdalena","47745 - Sitionuevo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"4697","Abril",NA,2016,"47 - Magdalena","47745 - Sitionuevo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"5697","Mayo",NA,2016,"47 - Magdalena","47745 - Sitionuevo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"6697","Junio",NA,2016,"47 - Magdalena","47745 - Sitionuevo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"7697","Julio",NA,2016,"47 - Magdalena","47745 - Sitionuevo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"8697","Agosto",NA,2016,"47 - Magdalena","47745 - Sitionuevo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"9697","Septiembre",NA,2016,"47 - Magdalena","47745 - Sitionuevo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"10697","Octubre",NA,2016,"47 - Magdalena","47745 - Sitionuevo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"11702","Noviembre",NA,2016,"47 - Magdalena","47745 - Sitionuevo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12697","Diciembre",NA,2016,"47 - Magdalena","47745 - Sitionuevo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1893","Enero",NA,2016,"47 - Magdalena","47798 - Tenerife","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"2698","Febrero",NA,2016,"47 - Magdalena","47798 - Tenerife","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"3698","Marzo",NA,2016,"47 - Magdalena","47798 - Tenerife","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"4698","Abril",NA,2016,"47 - Magdalena","47798 - Tenerife","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"5698","Mayo",NA,2016,"47 - Magdalena","47798 - Tenerife","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"6698","Junio",NA,2016,"47 - Magdalena","47798 - Tenerife","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"7698","Julio",NA,2016,"47 - Magdalena","47798 - Tenerife","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"8698","Agosto",NA,2016,"47 - Magdalena","47798 - Tenerife","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"9698","Septiembre",NA,2016,"47 - Magdalena","47798 - Tenerife","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"10698","Octubre",NA,2016,"47 - Magdalena","47798 - Tenerife","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"11703","Noviembre",NA,2016,"47 - Magdalena","47798 - Tenerife","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12698","Diciembre",NA,2016,"47 - Magdalena","47798 - Tenerife","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1894","Enero",NA,2016,"47 - Magdalena","47960 - Zapayán","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"2699","Febrero",NA,2016,"47 - Magdalena","47960 - Zapayán","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"3699","Marzo",NA,2016,"47 - Magdalena","47960 - Zapayán","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"4699","Abril",NA,2016,"47 - Magdalena","47960 - Zapayán","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"5699","Mayo",NA,2016,"47 - Magdalena","47960 - Zapayán","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"6699","Junio",NA,2016,"47 - Magdalena","47960 - Zapayán","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"7699","Julio",NA,2016,"47 - Magdalena","47960 - Zapayán","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"8699","Agosto",NA,2016,"47 - Magdalena","47960 - Zapayán","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"9699","Septiembre",NA,2016,"47 - Magdalena","47960 - Zapayán","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"10699","Octubre",NA,2016,"47 - Magdalena","47960 - Zapayán","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"11704","Noviembre",NA,2016,"47 - Magdalena","47960 - Zapayán","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12699","Diciembre",NA,2016,"47 - Magdalena","47960 - Zapayán","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1895","Enero",NA,2016,"47 - Magdalena","47980 - Zona Bananera","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"2700","Febrero",NA,2016,"47 - Magdalena","47980 - Zona Bananera","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"3700","Marzo",NA,2016,"47 - Magdalena","47980 - Zona Bananera","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"4700","Abril",NA,2016,"47 - Magdalena","47980 - Zona Bananera","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"5700","Mayo",NA,2016,"47 - Magdalena","47980 - Zona Bananera","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"6700","Junio",NA,2016,"47 - Magdalena","47980 - Zona Bananera","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"7700","Julio",NA,2016,"47 - Magdalena","47980 - Zona Bananera","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"8700","Agosto",NA,2016,"47 - Magdalena","47980 - Zona Bananera","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"9700","Septiembre",NA,2016,"47 - Magdalena","47980 - Zona Bananera","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"10700","Octubre",NA,2016,"47 - Magdalena","47980 - Zona Bananera","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"11705","Noviembre",NA,2016,"47 - Magdalena","47980 - Zona Bananera","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12700","Diciembre",NA,2016,"47 - Magdalena","47980 - Zona Bananera","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1896","Enero",NA,2016,"47 - Magdalena","47999 - Sin Informacion - Magdalena","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"2701","Febrero",NA,2016,"47 - Magdalena","47999 - Sin Informacion - Magdalena","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"3701","Marzo",NA,2016,"47 - Magdalena","47999 - Sin Informacion - Magdalena","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"4701","Abril",NA,2016,"47 - Magdalena","47999 - Sin Informacion - Magdalena","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"5701","Mayo",NA,2016,"47 - Magdalena","47999 - Sin Informacion - Magdalena","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"6701","Junio",NA,2016,"47 - Magdalena","47999 - Sin Informacion - Magdalena","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"7701","Julio",1,2016,"47 - Magdalena","47999 - Sin Informacion - Magdalena","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"8701","Agosto",1,2016,"47 - Magdalena","47999 - Sin Informacion - Magdalena","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"9701","Septiembre",NA,2016,"47 - Magdalena","47999 - Sin Informacion - Magdalena","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"10701","Octubre",NA,2016,"47 - Magdalena","47999 - Sin Informacion - Magdalena","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"11706","Noviembre",NA,2016,"47 - Magdalena","47999 - Sin Informacion - Magdalena","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12701","Diciembre",NA,2016,"47 - Magdalena","47999 - Sin Informacion - Magdalena","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1897","Enero",2161,2016,"50 - Meta","50001 - Villavicencio","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"2702","Febrero",1971,2016,"50 - Meta","50001 - Villavicencio","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"3702","Marzo",1695,2016,"50 - Meta","50001 - Villavicencio","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"4702","Abril",1443,2016,"50 - Meta","50001 - Villavicencio","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"5702","Mayo",1356,2016,"50 - Meta","50001 - Villavicencio","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"6702","Junio",1358,2016,"50 - Meta","50001 - Villavicencio","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"7702","Julio",1426,2016,"50 - Meta","50001 - Villavicencio","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"8702","Agosto",1401,2016,"50 - Meta","50001 - Villavicencio","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"9702","Septiembre",1405,2016,"50 - Meta","50001 - Villavicencio","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"10702","Octubre",1454,2016,"50 - Meta","50001 - Villavicencio","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"11707","Noviembre",1446,2016,"50 - Meta","50001 - Villavicencio","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12702","Diciembre",1527,2016,"50 - Meta","50001 - Villavicencio","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1898","Enero",414,2016,"50 - Meta","50006 - Acacías","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"2703","Febrero",308,2016,"50 - Meta","50006 - Acacías","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"3703","Marzo",207,2016,"50 - Meta","50006 - Acacías","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"4703","Abril",169,2016,"50 - Meta","50006 - Acacías","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"5703","Mayo",139,2016,"50 - Meta","50006 - Acacías","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"6703","Junio",117,2016,"50 - Meta","50006 - Acacías","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"7703","Julio",111,2016,"50 - Meta","50006 - Acacías","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"8703","Agosto",121,2016,"50 - Meta","50006 - Acacías","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"9703","Septiembre",123,2016,"50 - Meta","50006 - Acacías","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"10703","Octubre",109,2016,"50 - Meta","50006 - Acacías","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"11708","Noviembre",83,2016,"50 - Meta","50006 - Acacías","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12703","Diciembre",91,2016,"50 - Meta","50006 - Acacías","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1899","Enero",90,2016,"50 - Meta","50110 - Barranca De Upía","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"2704","Febrero",88,2016,"50 - Meta","50110 - Barranca De Upía","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"3704","Marzo",83,2016,"50 - Meta","50110 - Barranca De Upía","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"4704","Abril",79,2016,"50 - Meta","50110 - Barranca De Upía","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"5704","Mayo",79,2016,"50 - Meta","50110 - Barranca De Upía","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"6704","Junio",74,2016,"50 - Meta","50110 - Barranca De Upía","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"7704","Julio",79,2016,"50 - Meta","50110 - Barranca De Upía","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"8704","Agosto",79,2016,"50 - Meta","50110 - Barranca De Upía","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"9704","Septiembre",75,2016,"50 - Meta","50110 - Barranca De Upía","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"10704","Octubre",80,2016,"50 - Meta","50110 - Barranca De Upía","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"11709","Noviembre",82,2016,"50 - Meta","50110 - Barranca De Upía","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12704","Diciembre",78,2016,"50 - Meta","50110 - Barranca De Upía","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1900","Enero",47,2016,"50 - Meta","50124 - Cabuyaro","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"2705","Febrero",47,2016,"50 - Meta","50124 - Cabuyaro","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"3705","Marzo",33,2016,"50 - Meta","50124 - Cabuyaro","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"4705","Abril",27,2016,"50 - Meta","50124 - Cabuyaro","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"5705","Mayo",27,2016,"50 - Meta","50124 - Cabuyaro","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"6705","Junio",29,2016,"50 - Meta","50124 - Cabuyaro","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"7705","Julio",29,2016,"50 - Meta","50124 - Cabuyaro","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"8705","Agosto",28,2016,"50 - Meta","50124 - Cabuyaro","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"9705","Septiembre",28,2016,"50 - Meta","50124 - Cabuyaro","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"10705","Octubre",29,2016,"50 - Meta","50124 - Cabuyaro","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"11710","Noviembre",32,2016,"50 - Meta","50124 - Cabuyaro","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12705","Diciembre",34,2016,"50 - Meta","50124 - Cabuyaro","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1901","Enero",1400,2016,"50 - Meta","50150 - Castilla La Nueva","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"2706","Febrero",1204,2016,"50 - Meta","50150 - Castilla La Nueva","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"3706","Marzo",1077,2016,"50 - Meta","50150 - Castilla La Nueva","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"4706","Abril",1119,2016,"50 - Meta","50150 - Castilla La Nueva","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"5706","Mayo",1150,2016,"50 - Meta","50150 - Castilla La Nueva","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"6706","Junio",1294,2016,"50 - Meta","50150 - Castilla La Nueva","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"7706","Julio",1319,2016,"50 - Meta","50150 - Castilla La Nueva","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"8706","Agosto",1370,2016,"50 - Meta","50150 - Castilla La Nueva","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"9706","Septiembre",1398,2016,"50 - Meta","50150 - Castilla La Nueva","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"10706","Octubre",1394,2016,"50 - Meta","50150 - Castilla La Nueva","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"11711","Noviembre",1453,2016,"50 - Meta","50150 - Castilla La Nueva","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12706","Diciembre",1464,2016,"50 - Meta","50150 - Castilla La Nueva","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1902","Enero",NA,2016,"50 - Meta","50223 - Cubarral","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"2707","Febrero",NA,2016,"50 - Meta","50223 - Cubarral","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"3707","Marzo",NA,2016,"50 - Meta","50223 - Cubarral","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"4707","Abril",NA,2016,"50 - Meta","50223 - Cubarral","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"5707","Mayo",NA,2016,"50 - Meta","50223 - Cubarral","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"6707","Junio",NA,2016,"50 - Meta","50223 - Cubarral","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"7707","Julio",NA,2016,"50 - Meta","50223 - Cubarral","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"8707","Agosto",NA,2016,"50 - Meta","50223 - Cubarral","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"9707","Septiembre",NA,2016,"50 - Meta","50223 - Cubarral","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"10707","Octubre",NA,2016,"50 - Meta","50223 - Cubarral","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"11712","Noviembre",NA,2016,"50 - Meta","50223 - Cubarral","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12707","Diciembre",NA,2016,"50 - Meta","50223 - Cubarral","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1903","Enero",16,2016,"50 - Meta","50226 - Cumaral","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"2708","Febrero",14,2016,"50 - Meta","50226 - Cumaral","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"3708","Marzo",12,2016,"50 - Meta","50226 - Cumaral","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"4708","Abril",12,2016,"50 - Meta","50226 - Cumaral","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"5708","Mayo",11,2016,"50 - Meta","50226 - Cumaral","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"6708","Junio",67,2016,"50 - Meta","50226 - Cumaral","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"7708","Julio",80,2016,"50 - Meta","50226 - Cumaral","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"8708","Agosto",242,2016,"50 - Meta","50226 - Cumaral","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"9708","Septiembre",260,2016,"50 - Meta","50226 - Cumaral","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"10708","Octubre",254,2016,"50 - Meta","50226 - Cumaral","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"11713","Noviembre",250,2016,"50 - Meta","50226 - Cumaral","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12708","Diciembre",96,2016,"50 - Meta","50226 - Cumaral","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1904","Enero",NA,2016,"50 - Meta","50245 - El Calvario","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"2709","Febrero",NA,2016,"50 - Meta","50245 - El Calvario","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"3709","Marzo",NA,2016,"50 - Meta","50245 - El Calvario","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"4709","Abril",NA,2016,"50 - Meta","50245 - El Calvario","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"5709","Mayo",NA,2016,"50 - Meta","50245 - El Calvario","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"6709","Junio",NA,2016,"50 - Meta","50245 - El Calvario","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"7709","Julio",NA,2016,"50 - Meta","50245 - El Calvario","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"8709","Agosto",NA,2016,"50 - Meta","50245 - El Calvario","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"9709","Septiembre",NA,2016,"50 - Meta","50245 - El Calvario","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"10709","Octubre",NA,2016,"50 - Meta","50245 - El Calvario","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"11714","Noviembre",NA,2016,"50 - Meta","50245 - El Calvario","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12709","Diciembre",NA,2016,"50 - Meta","50245 - El Calvario","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1905","Enero",NA,2016,"50 - Meta","50251 - El Castillo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"2710","Febrero",NA,2016,"50 - Meta","50251 - El Castillo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"3710","Marzo",NA,2016,"50 - Meta","50251 - El Castillo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"4710","Abril",NA,2016,"50 - Meta","50251 - El Castillo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"5710","Mayo",NA,2016,"50 - Meta","50251 - El Castillo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"6710","Junio",NA,2016,"50 - Meta","50251 - El Castillo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"7710","Julio",NA,2016,"50 - Meta","50251 - El Castillo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"8710","Agosto",NA,2016,"50 - Meta","50251 - El Castillo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"9710","Septiembre",NA,2016,"50 - Meta","50251 - El Castillo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"10710","Octubre",NA,2016,"50 - Meta","50251 - El Castillo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"11715","Noviembre",NA,2016,"50 - Meta","50251 - El Castillo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12710","Diciembre",NA,2016,"50 - Meta","50251 - El Castillo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1906","Enero",NA,2016,"50 - Meta","50270 - El Dorado","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"2711","Febrero",NA,2016,"50 - Meta","50270 - El Dorado","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"3711","Marzo",NA,2016,"50 - Meta","50270 - El Dorado","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"4711","Abril",NA,2016,"50 - Meta","50270 - El Dorado","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"5711","Mayo",NA,2016,"50 - Meta","50270 - El Dorado","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"6711","Junio",NA,2016,"50 - Meta","50270 - El Dorado","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"7711","Julio",NA,2016,"50 - Meta","50270 - El Dorado","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"8711","Agosto",NA,2016,"50 - Meta","50270 - El Dorado","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"9711","Septiembre",NA,2016,"50 - Meta","50270 - El Dorado","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"10711","Octubre",NA,2016,"50 - Meta","50270 - El Dorado","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"11716","Noviembre",NA,2016,"50 - Meta","50270 - El Dorado","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12711","Diciembre",NA,2016,"50 - Meta","50270 - El Dorado","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1907","Enero",3,2016,"50 - Meta","50287 - Fuente De Oro","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"2712","Febrero",3,2016,"50 - Meta","50287 - Fuente De Oro","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"3712","Marzo",3,2016,"50 - Meta","50287 - Fuente De Oro","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"4712","Abril",3,2016,"50 - Meta","50287 - Fuente De Oro","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"5712","Mayo",3,2016,"50 - Meta","50287 - Fuente De Oro","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
