"","month","value","year","Departamento","Municipio","variable","sector"
"1015","Octubre",1,2016,"05 - Antioquia","05059 - Armenia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1116","Noviembre",1,2016,"05 - Antioquia","05059 - Armenia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1215","Diciembre",2,2016,"05 - Antioquia","05059 - Armenia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"135","Enero",19,2016,"05 - Antioquia","05079 - Barbosa","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"216","Febrero",18,2016,"05 - Antioquia","05079 - Barbosa","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"316","Marzo",19,2016,"05 - Antioquia","05079 - Barbosa","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"416","Abril",20,2016,"05 - Antioquia","05079 - Barbosa","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"516","Mayo",20,2016,"05 - Antioquia","05079 - Barbosa","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"616","Junio",20,2016,"05 - Antioquia","05079 - Barbosa","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"716","Julio",22,2016,"05 - Antioquia","05079 - Barbosa","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"816","Agosto",21,2016,"05 - Antioquia","05079 - Barbosa","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"916","Septiembre",2,2016,"05 - Antioquia","05079 - Barbosa","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1016","Octubre",22,2016,"05 - Antioquia","05079 - Barbosa","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1117","Noviembre",23,2016,"05 - Antioquia","05079 - Barbosa","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1216","Diciembre",23,2016,"05 - Antioquia","05079 - Barbosa","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"136","Enero",NA,2016,"05 - Antioquia","05086 - Belmira","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"217","Febrero",NA,2016,"05 - Antioquia","05086 - Belmira","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"317","Marzo",NA,2016,"05 - Antioquia","05086 - Belmira","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"417","Abril",NA,2016,"05 - Antioquia","05086 - Belmira","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"517","Mayo",NA,2016,"05 - Antioquia","05086 - Belmira","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"617","Junio",NA,2016,"05 - Antioquia","05086 - Belmira","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"717","Julio",NA,2016,"05 - Antioquia","05086 - Belmira","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"817","Agosto",NA,2016,"05 - Antioquia","05086 - Belmira","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"917","Septiembre",NA,2016,"05 - Antioquia","05086 - Belmira","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1017","Octubre",NA,2016,"05 - Antioquia","05086 - Belmira","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1118","Noviembre",NA,2016,"05 - Antioquia","05086 - Belmira","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1217","Diciembre",NA,2016,"05 - Antioquia","05086 - Belmira","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"137","Enero",50,2016,"05 - Antioquia","05088 - Bello","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"218","Febrero",52,2016,"05 - Antioquia","05088 - Bello","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"318","Marzo",55,2016,"05 - Antioquia","05088 - Bello","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"418","Abril",55,2016,"05 - Antioquia","05088 - Bello","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"518","Mayo",52,2016,"05 - Antioquia","05088 - Bello","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"618","Junio",53,2016,"05 - Antioquia","05088 - Bello","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"718","Julio",52,2016,"05 - Antioquia","05088 - Bello","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"818","Agosto",56,2016,"05 - Antioquia","05088 - Bello","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"918","Septiembre",56,2016,"05 - Antioquia","05088 - Bello","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1018","Octubre",54,2016,"05 - Antioquia","05088 - Bello","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1119","Noviembre",55,2016,"05 - Antioquia","05088 - Bello","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1218","Diciembre",56,2016,"05 - Antioquia","05088 - Bello","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"138","Enero",NA,2016,"05 - Antioquia","05091 - Betania","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"219","Febrero",NA,2016,"05 - Antioquia","05091 - Betania","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"319","Marzo",NA,2016,"05 - Antioquia","05091 - Betania","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"419","Abril",NA,2016,"05 - Antioquia","05091 - Betania","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"519","Mayo",NA,2016,"05 - Antioquia","05091 - Betania","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"619","Junio",NA,2016,"05 - Antioquia","05091 - Betania","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"719","Julio",NA,2016,"05 - Antioquia","05091 - Betania","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"819","Agosto",NA,2016,"05 - Antioquia","05091 - Betania","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"919","Septiembre",NA,2016,"05 - Antioquia","05091 - Betania","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1019","Octubre",NA,2016,"05 - Antioquia","05091 - Betania","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1120","Noviembre",NA,2016,"05 - Antioquia","05091 - Betania","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1219","Diciembre",NA,2016,"05 - Antioquia","05091 - Betania","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"139","Enero",NA,2016,"05 - Antioquia","05093 - Betulia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"220","Febrero",NA,2016,"05 - Antioquia","05093 - Betulia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"320","Marzo",NA,2016,"05 - Antioquia","05093 - Betulia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"420","Abril",NA,2016,"05 - Antioquia","05093 - Betulia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"520","Mayo",NA,2016,"05 - Antioquia","05093 - Betulia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"620","Junio",NA,2016,"05 - Antioquia","05093 - Betulia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"720","Julio",NA,2016,"05 - Antioquia","05093 - Betulia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"820","Agosto",NA,2016,"05 - Antioquia","05093 - Betulia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"920","Septiembre",NA,2016,"05 - Antioquia","05093 - Betulia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1020","Octubre",NA,2016,"05 - Antioquia","05093 - Betulia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1121","Noviembre",NA,2016,"05 - Antioquia","05093 - Betulia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1220","Diciembre",NA,2016,"05 - Antioquia","05093 - Betulia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"140","Enero",NA,2016,"05 - Antioquia","05101 - Ciudad Bolívar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"221","Febrero",NA,2016,"05 - Antioquia","05101 - Ciudad Bolívar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"321","Marzo",NA,2016,"05 - Antioquia","05101 - Ciudad Bolívar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"421","Abril",NA,2016,"05 - Antioquia","05101 - Ciudad Bolívar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"521","Mayo",NA,2016,"05 - Antioquia","05101 - Ciudad Bolívar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"621","Junio",NA,2016,"05 - Antioquia","05101 - Ciudad Bolívar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"721","Julio",NA,2016,"05 - Antioquia","05101 - Ciudad Bolívar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"821","Agosto",NA,2016,"05 - Antioquia","05101 - Ciudad Bolívar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"921","Septiembre",NA,2016,"05 - Antioquia","05101 - Ciudad Bolívar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1021","Octubre",NA,2016,"05 - Antioquia","05101 - Ciudad Bolívar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1122","Noviembre",NA,2016,"05 - Antioquia","05101 - Ciudad Bolívar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1221","Diciembre",NA,2016,"05 - Antioquia","05101 - Ciudad Bolívar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"141","Enero",NA,2016,"05 - Antioquia","05107 - Briceño","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"222","Febrero",NA,2016,"05 - Antioquia","05107 - Briceño","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"322","Marzo",NA,2016,"05 - Antioquia","05107 - Briceño","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"422","Abril",NA,2016,"05 - Antioquia","05107 - Briceño","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"522","Mayo",NA,2016,"05 - Antioquia","05107 - Briceño","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"622","Junio",NA,2016,"05 - Antioquia","05107 - Briceño","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"722","Julio",NA,2016,"05 - Antioquia","05107 - Briceño","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"822","Agosto",NA,2016,"05 - Antioquia","05107 - Briceño","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"922","Septiembre",NA,2016,"05 - Antioquia","05107 - Briceño","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1022","Octubre",NA,2016,"05 - Antioquia","05107 - Briceño","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1123","Noviembre",NA,2016,"05 - Antioquia","05107 - Briceño","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1222","Diciembre",NA,2016,"05 - Antioquia","05107 - Briceño","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"142","Enero",221,2016,"05 - Antioquia","05113 - Buriticá","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"223","Febrero",235,2016,"05 - Antioquia","05113 - Buriticá","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"323","Marzo",220,2016,"05 - Antioquia","05113 - Buriticá","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"423","Abril",210,2016,"05 - Antioquia","05113 - Buriticá","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"523","Mayo",192,2016,"05 - Antioquia","05113 - Buriticá","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"623","Junio",184,2016,"05 - Antioquia","05113 - Buriticá","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"723","Julio",182,2016,"05 - Antioquia","05113 - Buriticá","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"823","Agosto",189,2016,"05 - Antioquia","05113 - Buriticá","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"923","Septiembre",195,2016,"05 - Antioquia","05113 - Buriticá","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1023","Octubre",199,2016,"05 - Antioquia","05113 - Buriticá","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1124","Noviembre",167,2016,"05 - Antioquia","05113 - Buriticá","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1223","Diciembre",181,2016,"05 - Antioquia","05113 - Buriticá","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"143","Enero",17,2016,"05 - Antioquia","05120 - Cáceres","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"224","Febrero",17,2016,"05 - Antioquia","05120 - Cáceres","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"324","Marzo",18,2016,"05 - Antioquia","05120 - Cáceres","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"424","Abril",18,2016,"05 - Antioquia","05120 - Cáceres","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"524","Mayo",37,2016,"05 - Antioquia","05120 - Cáceres","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"624","Junio",43,2016,"05 - Antioquia","05120 - Cáceres","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"724","Julio",43,2016,"05 - Antioquia","05120 - Cáceres","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"824","Agosto",42,2016,"05 - Antioquia","05120 - Cáceres","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"924","Septiembre",42,2016,"05 - Antioquia","05120 - Cáceres","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1024","Octubre",42,2016,"05 - Antioquia","05120 - Cáceres","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1125","Noviembre",39,2016,"05 - Antioquia","05120 - Cáceres","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1224","Diciembre",17,2016,"05 - Antioquia","05120 - Cáceres","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"144","Enero",NA,2016,"05 - Antioquia","05125 - Caicedo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"225","Febrero",NA,2016,"05 - Antioquia","05125 - Caicedo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"325","Marzo",NA,2016,"05 - Antioquia","05125 - Caicedo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"425","Abril",NA,2016,"05 - Antioquia","05125 - Caicedo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"525","Mayo",NA,2016,"05 - Antioquia","05125 - Caicedo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"625","Junio",NA,2016,"05 - Antioquia","05125 - Caicedo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"725","Julio",NA,2016,"05 - Antioquia","05125 - Caicedo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"825","Agosto",NA,2016,"05 - Antioquia","05125 - Caicedo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"925","Septiembre",NA,2016,"05 - Antioquia","05125 - Caicedo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1025","Octubre",NA,2016,"05 - Antioquia","05125 - Caicedo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1126","Noviembre",NA,2016,"05 - Antioquia","05125 - Caicedo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1225","Diciembre",NA,2016,"05 - Antioquia","05125 - Caicedo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"145","Enero",58,2016,"05 - Antioquia","05129 - Caldas","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"226","Febrero",29,2016,"05 - Antioquia","05129 - Caldas","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"326","Marzo",33,2016,"05 - Antioquia","05129 - Caldas","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"426","Abril",35,2016,"05 - Antioquia","05129 - Caldas","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"526","Mayo",33,2016,"05 - Antioquia","05129 - Caldas","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"626","Junio",32,2016,"05 - Antioquia","05129 - Caldas","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"726","Julio",32,2016,"05 - Antioquia","05129 - Caldas","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"826","Agosto",33,2016,"05 - Antioquia","05129 - Caldas","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"926","Septiembre",33,2016,"05 - Antioquia","05129 - Caldas","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1026","Octubre",50,2016,"05 - Antioquia","05129 - Caldas","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1127","Noviembre",60,2016,"05 - Antioquia","05129 - Caldas","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1226","Diciembre",59,2016,"05 - Antioquia","05129 - Caldas","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"146","Enero",82,2016,"05 - Antioquia","05134 - Campamento","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"227","Febrero",83,2016,"05 - Antioquia","05134 - Campamento","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"327","Marzo",85,2016,"05 - Antioquia","05134 - Campamento","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"427","Abril",94,2016,"05 - Antioquia","05134 - Campamento","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"527","Mayo",97,2016,"05 - Antioquia","05134 - Campamento","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"627","Junio",96,2016,"05 - Antioquia","05134 - Campamento","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"727","Julio",93,2016,"05 - Antioquia","05134 - Campamento","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"827","Agosto",94,2016,"05 - Antioquia","05134 - Campamento","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"927","Septiembre",94,2016,"05 - Antioquia","05134 - Campamento","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1027","Octubre",95,2016,"05 - Antioquia","05134 - Campamento","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1128","Noviembre",93,2016,"05 - Antioquia","05134 - Campamento","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1227","Diciembre",90,2016,"05 - Antioquia","05134 - Campamento","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"147","Enero",NA,2016,"05 - Antioquia","05138 - Cañasgordas","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"228","Febrero",NA,2016,"05 - Antioquia","05138 - Cañasgordas","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"328","Marzo",NA,2016,"05 - Antioquia","05138 - Cañasgordas","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"428","Abril",NA,2016,"05 - Antioquia","05138 - Cañasgordas","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"528","Mayo",NA,2016,"05 - Antioquia","05138 - Cañasgordas","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"628","Junio",NA,2016,"05 - Antioquia","05138 - Cañasgordas","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"728","Julio",NA,2016,"05 - Antioquia","05138 - Cañasgordas","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"828","Agosto",NA,2016,"05 - Antioquia","05138 - Cañasgordas","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"928","Septiembre",NA,2016,"05 - Antioquia","05138 - Cañasgordas","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1028","Octubre",NA,2016,"05 - Antioquia","05138 - Cañasgordas","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1129","Noviembre",NA,2016,"05 - Antioquia","05138 - Cañasgordas","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1228","Diciembre",NA,2016,"05 - Antioquia","05138 - Cañasgordas","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"148","Enero",NA,2016,"05 - Antioquia","05142 - Caracolí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"229","Febrero",NA,2016,"05 - Antioquia","05142 - Caracolí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"329","Marzo",NA,2016,"05 - Antioquia","05142 - Caracolí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"429","Abril",NA,2016,"05 - Antioquia","05142 - Caracolí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"529","Mayo",NA,2016,"05 - Antioquia","05142 - Caracolí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"629","Junio",NA,2016,"05 - Antioquia","05142 - Caracolí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"729","Julio",1,2016,"05 - Antioquia","05142 - Caracolí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"829","Agosto",1,2016,"05 - Antioquia","05142 - Caracolí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"929","Septiembre",NA,2016,"05 - Antioquia","05142 - Caracolí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1029","Octubre",NA,2016,"05 - Antioquia","05142 - Caracolí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1130","Noviembre",NA,2016,"05 - Antioquia","05142 - Caracolí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1229","Diciembre",NA,2016,"05 - Antioquia","05142 - Caracolí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"149","Enero",1,2016,"05 - Antioquia","05145 - Caramanta","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"230","Febrero",1,2016,"05 - Antioquia","05145 - Caramanta","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"330","Marzo",1,2016,"05 - Antioquia","05145 - Caramanta","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"430","Abril",1,2016,"05 - Antioquia","05145 - Caramanta","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"530","Mayo",1,2016,"05 - Antioquia","05145 - Caramanta","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"630","Junio",1,2016,"05 - Antioquia","05145 - Caramanta","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"730","Julio",1,2016,"05 - Antioquia","05145 - Caramanta","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"830","Agosto",1,2016,"05 - Antioquia","05145 - Caramanta","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"930","Septiembre",1,2016,"05 - Antioquia","05145 - Caramanta","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1030","Octubre",1,2016,"05 - Antioquia","05145 - Caramanta","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1131","Noviembre",1,2016,"05 - Antioquia","05145 - Caramanta","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1230","Diciembre",1,2016,"05 - Antioquia","05145 - Caramanta","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"150","Enero",NA,2016,"05 - Antioquia","05147 - Carepa","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"231","Febrero",NA,2016,"05 - Antioquia","05147 - Carepa","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"331","Marzo",NA,2016,"05 - Antioquia","05147 - Carepa","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
