"","Year","Municipality","Mean_price_of_hydrocarbons_in_USD","Total_production_of_the_field_in_barrels_or_kilo_cubic_feet_by_municipality","Total_volume_of_royalties_liquidated_in_barrels_or_kilo_cubic_feet_by_municipality","Total_royalties_liquidated_in_COP_pesos_by_municipality","Production_Years","Production_2010_2019","Opening","Closing","drop_during_crisis","Production_pause","Unique_oil_field_by_municipality"
"101",2010,"BECERRIL",NA,NA,NA,NA,7,0,NA,NA,"1","0",2
"102",2010,"EL PASO",NA,NA,NA,NA,9,0,NA,NA,"1","1",3
"103",2010,"GUAMO",NA,NA,NA,NA,9,0,NA,NA,"1","1",2
"104",2010,"MUNICIPIO NN CASANARE",NA,NA,NA,NA,9,0,NA,NA,"1","1",5
"105",2010,"MUNICIPIO NN SANTANDER",NA,NA,NA,NA,9,0,NA,NA,"1","1",1
"106",2010,"PIJINO DEL CARMEN",NA,NA,NA,NA,4,0,NA,NA,"NA","0",1
"107",2010,"PUEBLO NUEVO",NA,NA,NA,NA,9,0,NA,NA,"0","1",6
"108",2010,"SAN VICENTE DEL CAGUAN",NA,NA,NA,NA,3,0,NA,NA,"NA","1",1
"109",2010,"SANTA ANA",NA,NA,NA,NA,9,0,NA,NA,"0","1",4
"110",2010,"YACOPI",NA,NA,NA,NA,4,0,NA,NA,"1","0",1
"111",2010,"MUNICIPIO NN META",NA,NA,NA,NA,4,0,NA,NA,"NA","1",3
"112",2010,"OVEJAS",NA,NA,NA,NA,6,0,NA,NA,"NA","1",2
"113",2010,"PUERTO LLERAS",NA,NA,NA,NA,6,0,NA,NA,"1","0",2
"114",2010,"TELLO",NA,NA,NA,NA,4,0,NA,NA,"NA","0",2
"115",2010,"SAN CAARLOS GUAROA",NA,NA,NA,NA,6,0,NA,NA,"1","1",3
"116",2010,"FONSECA",NA,NA,NA,NA,4,0,NA,NA,"1","0",1
"117",2010,"GAMARRA",NA,NA,NA,NA,5,0,NA,NA,"NA","1",3
"118",2010,"LA UNION",NA,NA,NA,NA,5,0,NA,NA,"NA","1",1
"119",2010,"PENDIENTE CERTIFICADO IGAC",NA,NA,NA,NA,4,0,NA,NA,"NA","1",7
"120",2010,"SABANALARGA",NA,NA,NA,NA,5,0,NA,NA,"NA","1",1
"121",2010,"SAN MARCOS",NA,NA,NA,NA,5,0,NA,NA,"NA","1",3
"122",2010,"ASTREA",NA,NA,NA,NA,4,0,NA,NA,"NA","1",1
"123",2010,"SINCE",NA,NA,NA,NA,3,0,NA,NA,"NA","1",2
"124",2010,"VILLANUEVA",NA,NA,NA,NA,2,0,NA,NA,"NA","1",1
"125",2010,"CAIMITO",NA,NA,NA,NA,1,0,NA,NA,NA,NA,1
"126",2010,"PLATO",NA,NA,NA,NA,0,0,NA,NA,NA,NA,1
"127",2010,"PONEDERA",NA,NA,NA,NA,0,0,NA,NA,NA,NA,1
"128",2011,"ACACIAS",86.6522471910112,26469800,2079654.75,333983607136.92,10,1,"","2021","0","1",8
"129",2011,"AGUACHICA",90.1943243243243,32863,6521.78,1084143027.7,10,1,"","2021","0","1",9
"130",2011,"AGUAZUL",50.9043976777939,58878409,10616841.52,574545510525.37,10,1,"","2021","0","1",15
"131",2011,"AIPE",70.5675618374558,8398613,1056943.57,127253334738.2,10,1,"","2021","1","1",12
"132",2011,"ALVARADO",88.0375,66286,10605.76,1720692346,10,1,"","2021","0","1",1
"133",2011,"ARAUCA",90.37376,16087139,3210510.34,534423235191.59,10,1,"","2021","1","1",10
"134",2011,"ARAUQUITA",90.8109661835749,9462825,882474.62,148020215322.44,10,1,"","2021","1","1",26
"135",2011,"BARAYA",86.9675,59380,9500.8,1534920587.51,10,1,"","2020","1","1",2
"136",2011,"BARRANCA DE UPIA",41.43,1403070,111155.23,17769845150.76,10,1,"","2021","1","1",5
"137",2011,"BARRANCABERMEJA",62.5544025157233,14885203,1895876.33,292997962049.81,10,1,"","2021","1","1",11
"138",2011,"BOLIVAR",74.75,5251,315.06,43829328.23,10,1,"","","1","1",1
"139",2011,"CABUYARO",43.7460465116279,9276998,815050.36,110699742478.98,10,1,"","2021","1","1",25
"140",2011,"CANTAGALLO",46.9625,4714007,631628.81,88096568769.43,10,1,"","2021","0","1",2
"141",2011,"CASTILLA NUEVA",86.7884905660377,25634858,2433499.14,390211330796.55,10,1,"","2021","1","1",5
"142",2011,"CHAPARRAL",88.0825,65216,13043.2,2148131883.98,10,1,"","2021","1","1",3
"143",2011,"CHIRIGUANA",4.57,1334,85.37,749837.43,10,1,"","2021","0","1",4
"144",2011,"CICUCO",96.9725,140935,28187,5126693238.5,10,1,"","2021","0","1",2
"145",2011,"CIMITARRA",54.523,553054,110435.52,1190727492.08,10,1,"","2021","1","1",6
"146",2011,"COELLO",95.88,9749,779.92,136937163.56,5,0,"","2014","1","0",1
"147",2011,"CORRALES",69.365652173913,370760,29653.92,3951936426.8,10,1,"","2021","1","1",7
"148",2011,"CUCUTA",65.1185074626866,777289,139619.08,11723942095.19,10,1,"","2021","0","1",6
"149",2011,"DIBULLA",3.975,12457462,2491492.4,18372176752.24,10,1,"","2021","1","1",4
"150",2011,"EL CARMEN DE CHUCURI",91.8725,19436,3887.2,657411130.99,10,1,"","","1","1",2
"151",2011,"ESPINAL",36.8490909090909,918053,43900.58,5507794110.92,10,1,"","2021","1","1",10
"152",2011,"FLANDES",45.83625,22853,1091.92,142681451.82,10,1,"","2021","1","1",2
"153",2011,"GARZON",90.6630769230769,812909,162581.8,27359682579.52,10,1,"","2021","1","1",2
"154",2011,"GIGANTE",90.6630769230769,107712,21542.4,3625210335.56,10,1,"","2021","1","1",2
"155",2011,"GUADUAS",48.3778260869565,467663,93532.6,8360278718.71,10,1,"","2021","1","1",1
"156",2011,"GUAMAL",86.7125,1811279,109947.18,17674959899.02,10,1,"","2021","0","1",3
"157",2011,"ICONONZO",89.27,163579,8178.95,1345185503.58,10,1,"","2021","1","1",1
"158",2011,"IPIALES",91.3625,326097,65219.4,10922632137.7,10,1,"","2021","0","1",1
"159",2011,"LA ESPERANZA",89.695,24433,4886.6,807274142.26,10,1,"","","1","1",1
"160",2011,"LA JAGUA IBIRICO",4.57,2444,156.41,1373765.16,10,1,"","2021","1","1",3
"161",2011,"LOS PALMITOS",43.1018918918919,6752105,432189.15,3209159000.82,10,1,"","2021","1","1",2
"162",2011,"MANAURE",3.9869696969697,111182014,22236402.8,163890734888.16,10,1,"","2021","1","1",6
"163",2011,"MANI",71.0415841584158,4713833,493256.74,75369571812.87,10,1,"","2021","1","1",25
"164",2011,"MELGAR",89.27,6020572,387877.09,63736399810.34,10,1,"","2021","1","1",3
"165",2011,"MOCOA",91.2583333333333,228871,28090.04,4834214588.72,10,1,"","2021","0","1",2
"166",2011,"MOMPOS",96.9725,772,154.4,27731236.94,10,1,"","2021","0","1",2
"167",2011,"MONTERREY",102.2555,920736,73658.88,14440530391.06,10,1,"","2021","1","1",2
"168",2011,"MUNICIPIO NN",20.405,1639794,103856.82,1703801413.93,10,1,"","2021","1","1",5
"169",2011,"NEIVA",74.1837704918033,6899694,1039606.33,165340108013.14,10,1,"","2021","1","1",12
"170",2011,"NUNCHIA",55.036976744186,64185,12321.48,625046174.56,10,1,"","2021","1","1",4
"171",2011,"ORITO",88.5762393162393,2439302,350194.48,58438946176.81,10,1,"","2021","0","1",10
"172",2011,"OROCUE",89.7213351498638,6370769,759498.63,127872475846.06,10,1,"","2021","1","1",60
"173",2011,"ORTEGA",74.2005940594059,2039738,265418.75,21652338471.51,10,1,"","2021","1","1",7
"174",2011,"PAICOL",90.32,389771,31181.68,5193000286.83,10,1,"","2021","0","1",1
"175",2011,"PALERMO",55.6954639175258,2180613,378427.76,53583745587.42,10,1,"","2021","1","1",4
"176",2011,"PAZ DE ARIPORO",83.4874264705882,2537359,264430.26,39694251432.11,10,1,"","2021","1","1",30
"177",2011,"PIAMONTE",90.89,281449,46658.12,7800657570.86,10,1,"","2021","0","1",4
"178",2011,"PIEDRAS",62.3861320754717,1943961,242303.46,19017354881.54,10,1,"","2021","1","1",4
"179",2011,"PORE",86.9262962962963,2394823,198117.78,31228774794.08,10,1,"","2021","1","1",3
"180",2011,"PRADO",89.86,48018,9603.6,1647802534.62,10,1,"","2021","1","1",1
"181",2011,"PUERTO ASIS",90.00125,2418230,205459.6,33955396466.19,10,1,"","2021","1","1",7
"182",2011,"PUERTO BOYACA",88.8838888888889,13369659,1459725.52,240011916368.67,10,1,"","2021","0","1",12
"183",2011,"PUERTO CAICEDO",91.4667272727273,365179,73035.8,12287553254.6,10,1,"","2021","1","1",6
"184",2011,"PUERTO GAITAN",86.7332916666667,87316747,14295200.91,2246697029040.96,10,1,"","2021","1","1",49
"185",2011,"PUERTO GUZMÁN",90.4825,7750,1550,261888312.12,5,0,"","2017","NA","0",1
"186",2011,"PUERTO LOPEZ",88.21,311814,62362.8,10103480351.27,10,1,"","2021","0","1",5
"187",2011,"PUERTO NARE",88.8958333333333,969938,151345.8,24903724441.08,10,1,"","2021","1","1",6
"188",2011,"PUERTO SALGAR",86.4325,8155,1631,256584537.54,8,0,"","2017","1","0",1
"189",2011,"PUERTO TRIUNFO",88.915,255068,40810.88,6703971646.62,10,1,"","2021","1","1",2
"190",2011,"PUERTO WILCHES",62.4902666666667,1926442,266429.33,37891764172.94,10,1,"","2021","1","1",6
"191",2011,"PULI",91.635,58079,11615.8,1961064171.52,10,1,"","2021","0","1",1
"192",2011,"PURIFICACIÓN",90.2225,3002418,598331.16,99672891542.78,10,1,"","2021","1","1",4
"193",2011,"RIO DE ORO",76.1882258064516,1296736,117219.28,9530034121.67,10,1,"","2021","1","1",12
"194",2011,"RIOHACHA",3.975,51841222,10368244.4,76450614620.61,10,1,"","2021","1","1",4
"195",2011,"RIONEGRO",73.98,993159,164261.16,18851055996.16,10,1,"","2021","1","1",6
"196",2011,"SABANA DE TORRES",49.0728630705394,12735209,2484420.77,91115697605.01,10,1,"","2021","1","1",20
"197",2011,"SAHAGUN",3.975,853934,54651.76,404905687.03,10,1,"","2021","1","1",8
"198",2011,"SAN ALBERTO",89.64,147065,29413,4864904692.04,10,1,"","2021","1","1",1
"199",2011,"SAN LUIS",89.14,3140,362.32,58368181.46,10,1,"","2021","1","1",1
"200",2011,"SAN LUIS DE GACENO",89.12,8682,694.56,114979918.03,8,0,"","2021","0","1",1
"201",2011,"SAN LUIS DE PALENQUE",89.70325,2542828,276473.84,45922002092.09,10,1,"","2021","1","1",39
"202",2011,"SAN MARTÍN",82.599358974359,1636159,247736.94,40808524262.61,10,1,"","2021",NA,NA,13
"203",2011,"SAN MIGUEL",91.3625,357974,71594.8,12037208633.8,10,1,"","2021","1","1",4
"204",2011,"SAN PEDRO",33.5197959183674,15654575,1081424.77,8093430922.91,10,1,"","2021","1","1",5
"205",2011,"SAN VICENTE DE CHUCURI",49.7739726027397,3725716,729159.22,65713778365.84,10,1,"","2021","1","1",10
"206",2011,"SANTA ROSALIA",76.415,73990,5919.2,837540672.33,8,0,"","2017","1","0",1
"207",2011,"SARAVENA",92.9725,187804,30048.64,5159088294.08,9,0,"","2018","0","1",1
"208",2011,"SARDINATA",33.5161290322581,296443,19238.73,146023002.27,10,1,"","2021","1","1",1
"209",2011,"SIMACOTA",91.8725,9720,1944,328757724.08,10,1,"","2021","1","1",1
"210",2011,"TALAIGUA NUEVO",96.9725,130143,26028.6,4689836520.84,10,1,"","2021","0","1",2
"211",2011,"TAME",83.88,81,6.48,1020278.01,5,0,"","2021","NA","1",4
"212",2011,"TAURAMENA",47.089203821656,60080764,10854777.14,336256724645.24,10,1,"","2021","0","1",30
"213",2011,"TESALIA",80.7307692307692,644579,32214.08,5177923017.1,10,1,"","2021","1","1",1
