"","Year","Municipality","Mean_price_of_hydrocarbons_in_USD","Total_production_of_the_field_in_barrels_or_kilo_cubic_feet_by_municipality","Total_volume_of_royalties_liquidated_in_barrels_or_kilo_cubic_feet_by_municipality","Total_royalties_liquidated_in_COP_pesos_by_municipality","Production_Years","Production_2010_2019","Opening","Closing","drop_during_crisis","Production_pause","Unique_oil_field_by_municipality"
"633",2014,"CAIMITO",NA,NA,NA,NA,1,0,NA,NA,NA,NA,1
"634",2014,"PLATO",NA,NA,NA,NA,0,0,NA,NA,NA,NA,1
"635",2014,"PONEDERA",NA,NA,NA,NA,0,0,NA,NA,NA,NA,1
"636",2015,"ACACIAS",18.8480821917808,44512784,4333438.77,226273480579.5,10,1,"","2021","0","1",8
"637",2015,"AGUACHICA",24.9705309734513,1562106,106251.45,4148503415.45,10,1,"","2021","0","1",9
"638",2015,"AGUAZUL",21.287455399061,81558922,11386617.3,266601214418.71,10,1,"","2021","0","1",15
"639",2015,"AIPE",20.8521663019694,7856695,1068971.36,69427701086.44,10,1,"","2021","1","1",12
"640",2015,"ALVARADO",17.53875,76074,12171.84,651979436.59,10,1,"","2021","0","1",1
"641",2015,"ARAUCA",31.3637853107345,13548435,2277691.96,243781891099.83,10,1,"","2021","1","1",10
"642",2015,"ARAUQUITA",30.6016501650165,6510301,598576.23,64181916445.33,10,1,"","2021","1","1",26
"643",2015,"BARAYA",42.2533333333333,38542,6166.72,687383906.75,10,1,"","2020","1","1",2
"644",2015,"BARRANCA DE UPIA",17.0928235294118,990219,77869.31,6840558479.62,10,1,"","2021","1","1",5
"645",2015,"BARRANCABERMEJA",20.8336458333333,18268042,2056055.24,200271949221.55,10,1,"","2021","1","1",11
"646",2015,"BOLIVAR",35.78,7461,447.66,43267801.03,10,1,"","","1","1",1
"647",2015,"CABUYARO",19.6353260869565,7084249,569368.93,50589827910.03,10,1,"","2021","1","1",25
"648",2015,"CANTAGALLO",13.1602777777778,5466724,617369.19,49917080871.84,10,1,"","2021","0","1",2
"649",2015,"CASTILLA NUEVA",21.3537062937063,27944055,3054561.19,191780910971.83,10,1,"","2021","1","1",5
"650",2015,"CHAPARRAL",20.3910344827586,106789,18942.44,1185719206.13,10,1,"","2021","1","1",3
"651",2015,"CHIRIGUANA",4.76935483870968,7438,357.03,4708789.7,10,1,"","2021","0","1",4
"652",2015,"CICUCO",27.1220833333333,188473,37694.6,4080643057.83,10,1,"","2021","0","1",2
"653",2015,"CIMITARRA",23.7693617021277,731369,146041.9,1763250680.23,10,1,"","2021","1","1",6
"654",2015,"COELLO",NA,NA,NA,NA,5,0,NA,NA,"1","0",1
"655",2015,"CORRALES",15.33625,2508290,167296.25,3632022981.53,10,1,"","2021","1","1",7
"656",2015,"CUCUTA",22.35234375,1062613,122061.64,7732909440.51,10,1,"","2021","0","1",6
"657",2015,"DIBULLA",5.05166666666667,8123404,1624680.8,22414437863.12,10,1,"","2021","1","1",4
"658",2015,"EL CARMEN DE CHUCURI",42.9008333333333,19007,3801.4,441594913.47,10,1,"","","1","1",2
"659",2015,"ESPINAL",27.0311111111111,315286,15764.3,1454030960.67,10,1,"","2021","1","1",10
"660",2015,"FLANDES",27.0311111111111,6763,338.15,31187060.16,10,1,"","2021","1","1",2
"661",2015,"GARZON",37.44,5477,438.16,39326356.05,10,1,"","2021","1","1",2
"662",2015,"GIGANTE",37.44,726,58.08,5212878.31,10,1,"","2021","1","1",2
"663",2015,"GUADUAS",16.8654838709677,363638,72727.6,2504647689.98,10,1,"","2021","1","1",1
"664",2015,"GUAMAL",14.9180769230769,6685944,522286.48,26437886295.2,10,1,"","2021","0","1",3
"665",2015,"ICONONZO",23.2454166666667,89551,4975.4,559057466.42,10,1,"","2021","1","1",1
"666",2015,"IPIALES",22.9236363636364,646974,129394.8,3561813433.86,10,1,"","2021","0","1",1
"667",2015,"LA ESPERANZA",32.9291666666667,19815,3963,354481147.9,10,1,"","","1","1",1
"668",2015,"LA JAGUA IBIRICO",4.76935483870968,29775,1429.19,18873060.82,10,1,"","2021","1","1",3
"669",2015,"LOS PALMITOS",17.192380952381,5659637,379882.49,5933579687.86,10,1,"","2021","1","1",2
"670",2015,"MANAURE",5.03875,77558021,15511604.2,213937750401.62,10,1,"","2021","1","1",6
"671",2015,"MANI",24.959494047619,4535385,437834.75,36291775372.41,10,1,"","2021","1","1",25
"672",2015,"MELGAR",23.327323943662,4288361,259580.88,28595144847.77,10,1,"","2021","1","1",3
"673",2015,"MOCOA",21.7359322033898,2989327,244962.16,21573368896.22,10,1,"","2021","0","1",2
"674",2015,"MOMPOS",25.4841666666667,2327,465.4,60729513.2,10,1,"","2021","0","1",2
"675",2015,"MONTERREY",24.8871428571429,557678,40932.59,3049421444.69,10,1,"","2021","1","1",2
"676",2015,"MUNICIPIO NN",6.85190476190476,11777600,767210.27,7969694924.6,10,1,"","2021","1","1",5
"677",2015,"NEIVA",23.7611284722222,9106817,1297721.76,103666085246.66,10,1,"","2021","1","1",12
"678",2015,"NUNCHIA",19.745,21953,4390.6,279741129.93,10,1,"","2021","1","1",4
"679",2015,"ORITO",27.3320714285714,4735054,854126.6,33174615084.36,10,1,"","2021","0","1",10
"680",2015,"OROCUE",25.9605847953216,8676360,802255.29,74173082652.61,10,1,"","2021","1","1",60
"681",2015,"ORTEGA",22.7497540983607,624698,105265.36,7528874748.83,10,1,"","2021","1","1",7
"682",2015,"PAICOL",23.9537777777778,1051132,79426.32,6961455058.26,10,1,"","2021","0","1",1
"683",2015,"PALERMO",19.1390170940171,3041595,478486.8,40063006573.79,10,1,"","2021","1","1",4
"684",2015,"PAZ DE ARIPORO",25.2570446735395,4614258,418901.6,39230126276.11,10,1,"","2021","1","1",30
"685",2015,"PIAMONTE",21.7698936170213,450843,55476.36,5258936731.45,10,1,"","2021","0","1",4
"686",2015,"PIEDRAS",16.0205668016194,3062715,329562.91,11121796729.86,10,1,"","2021","1","1",4
"687",2015,"PORE",28.4038028169014,274889,21942.32,2030832000.27,10,1,"","2021","1","1",3
"688",2015,"PRADO",30.4146153846154,35225,5679.48,480444056.97,10,1,"","2021","1","1",1
"689",2015,"PUERTO ASIS",18.7684057971014,6070047,492218.77,34385306748.71,10,1,"","2021","1","1",7
"690",2015,"PUERTO BOYACA",21.888875,16173104,1484776.05,97303789226.59,10,1,"","2021","0","1",12
"691",2015,"PUERTO CAICEDO",22.7050632911392,571964,114392.8,4698812029.33,10,1,"","2021","1","1",6
"692",2015,"PUERTO GAITAN",28.2205699481865,95599937,15070633.78,1011424970777.97,10,1,"","2021","1","1",49
"693",2015,"PUERTO GUZMÁN",NA,NA,NA,NA,5,0,NA,NA,"NA","0",1
"694",2015,"PUERTO LOPEZ",35.4652777777778,1686045,161244,15354989037.72,10,1,"","2021","0","1",5
"695",2015,"PUERTO NARE",23.1701612903226,1178485,138874.86,11160990237.74,10,1,"","2021","1","1",6
"696",2015,"PUERTO SALGAR",35.2458333333333,13024,2604.8,247234763.52,8,0,"","2017","1","0",1
"697",2015,"PUERTO TRIUNFO",34.0908333333333,436676,69868.16,6432637863.31,10,1,"","2021","1","1",2
"698",2015,"PUERTO WILCHES",16.9742,2507428,301158.55,24743093570.64,10,1,"","2021","1","1",6
"699",2015,"PULI",12.5197222222222,1361934,217909.44,2413142056.59,10,1,"","2021","0","1",1
"700",2015,"PURIFICACIÓN",19.3528676470588,2210622,415741.59,37422947069.1,10,1,"","2021","1","1",4
"701",2015,"RIO DE ORO",24.4394,556103,81112.43,6092231029.85,10,1,"","2021","1","1",12
"702",2015,"RIOHACHA",5.05166666666667,33879138,6775827.6,93483069534.64,10,1,"","2021","1","1",4
"703",2015,"RIONEGRO",25.8081553398058,1394245,200503.69,10903352908.94,10,1,"","2021","1","1",6
"704",2015,"SABANA DE TORRES",19.1569958847737,16369867,3205785.99,84044098131.37,10,1,"","2021","1","1",20
"705",2015,"SAHAGUN",4.8648275862069,447688,28652.03,390685953.91,10,1,"","2021","1","1",8
"706",2015,"SAN ALBERTO",21.7352631578947,112485,22497,1839296091.62,10,1,"","2021","1","1",1
"707",2015,"SAN LUIS",26.6233333333333,1678,289.28,17072283.18,10,1,"","2021","1","1",1
"708",2015,"SAN LUIS DE GACENO",NA,NA,NA,NA,8,0,NA,NA,"0","1",1
"709",2015,"SAN LUIS DE PALENQUE",28.8517248908297,6623009,581224.81,56955970694.28,10,1,"","2021","1","1",39
"710",2015,"SAN MARTÍN",26.6642307692308,3970935,402310.03,35233861679.94,10,1,"","2021",NA,NA,13
"711",2015,"SAN MIGUEL",22.7588636363636,1189244,237848.8,19252788091.05,10,1,"","2021","1","1",4
"712",2015,"SAN PEDRO",16.8624528301887,13041736,874595.85,13595852258.19,10,1,"","2021","1","1",5
"713",2015,"SAN VICENTE DE CHUCURI",17.8486466165414,3284235,651055.04,29730507692.23,10,1,"","2021","1","1",10
"714",2015,"SANTA ROSALIA",33.82,2269,181.52,14716794.49,8,0,"","2017","1","0",1
"715",2015,"SARAVENA",45.1146666666667,135288,21646.08,2726418807.8,9,0,"","2018","0","1",1
"716",2015,"SARDINATA",14.0866666666667,215755,13810.37,199267356.75,10,1,"","2021","1","1",1
"717",2015,"SIMACOTA",41.5741666666667,6180,1236,136907252.11,10,1,"","2021","1","1",1
"718",2015,"TALAIGUA NUEVO",26.303125,133862,26772.4,3097782526.68,10,1,"","2021","0","1",2
"719",2015,"TAME",NA,NA,NA,NA,5,0,NA,NA,"NA","1",4
"720",2015,"TAURAMENA",22.3834939759036,75599600,11647837.66,250710597274.14,10,1,"","2021","0","1",30
"721",2015,"TESALIA",13.24,633572,31678.6,1820440625.16,10,1,"","2021","1","1",1
"722",2015,"TIBU",18.7270886075949,1626148,233876,15747490537.22,10,1,"","2021","0","1",5
"723",2015,"TOPAGA",11.1941666666667,7465,592.8,27228431.05,10,1,"","2021","1","1",3
"724",2015,"TRINIDAD",24.6739473684211,920529,105864.24,10735667427.81,10,1,"","2021","1","1",22
"725",2015,"URIBIA",5.05166666666667,36327247,7265449.4,100239327107.96,10,1,"","2021","1","1",4
"726",2015,"VALLE DEL GUAMUEZ",23.1227272727273,294932,58986.4,4958821381.61,10,1,"","2021","0","1",4
"727",2015,"VILLA NUEVA",25.1927631578947,1830884,129939.37,9850287003.63,10,1,"","2021","0","1",16
"728",2015,"VILLAGARZON",20.3960655737705,5912529,505471.37,46876547992.89,10,1,"","2021","1","1",5
"729",2015,"VILLAVICENCIO",20.6161985472155,8192154,924136.06,44441080237.69,10,1,"","2021","1","1",17
"730",2015,"VILLAVIEJA",20.1508695652174,222816,16861.61,1280713344.03,10,1,"","2021","1","1",2
"731",2015,"VISTA HERMOSA",35.7842857142857,158360,9501.6,902089012.76,8,0,"","2017","0","0",4
"732",2015,"YAGUARA",19.7408695652174,1767032,282725.12,23591476978.25,10,1,"","2021","1","1",1
"733",2015,"YONDO",27.739625,8303749,863603,79490056036.24,10,1,"","2021","1","1",6
"734",2015,"YOPAL",22.3235687022901,85019286,16774681.78,404989091194.14,10,1,"","2021","0","1",24
"735",2015,"ARIGUANI",17.1675,2913744,582748.8,7578579129.49,9,0,"2011","2021","0","1",3
"736",2015,"BECERRIL",4.71166666666667,6,0.3,3559.88,7,0,"2011","2017","1","0",2
"737",2015,"EL PASO",4.7025,148,7.09,88785.77,9,0,"2011","2021","1","1",3
"738",2015,"GUAMO",35.6041666666667,1158,92.64,8564340.66,9,0,"2011","2020","1","1",2
"739",2015,"MUNICIPIO NN CASANARE",30.3534782608696,91399,14078.12,1483018385.65,9,0,"2011","2021","1","1",5
"740",2015,"MUNICIPIO NN SANTANDER",42.1333333333333,8121,649.68,73966385.18,9,0,"2011","","1","1",1
"741",2015,"PIJINO DEL CARMEN",NA,NA,NA,NA,4,0,NA,NA,"NA","0",1
"742",2015,"PUEBLO NUEVO",16.1634285714286,6958553,445357.98,5852363662.46,9,0,"2011","2021","0","1",6
"743",2015,"SAN VICENTE DEL CAGUAN",NA,NA,NA,NA,3,0,NA,NA,"NA","1",1
"744",2015,"SANTA ANA",14.3876315789474,418942,27053.09,208679717,9,0,"2011","2020","0","1",4
"745",2015,"YACOPI",NA,NA,NA,NA,4,0,NA,NA,"1","0",1
"746",2015,"MUNICIPIO NN META",NA,NA,NA,NA,4,0,NA,NA,"NA","1",3
"747",2015,"OVEJAS",NA,NA,NA,NA,6,0,NA,NA,"NA","1",2
"748",2015,"PUERTO LLERAS",34.84,71,4.26,355797.49,6,0,"2012","2017","1","0",2
"749",2015,"TELLO",43.972,4415,353.2,42886617.95,4,0,"2012","2017","NA","0",2
"750",2015,"SAN CAARLOS GUAROA",30.2675,14472,868.32,62818860.02,6,0,"2013","2018","1","1",3
"751",2015,"FONSECA",4.175,878,42.14,408824.52,4,0,"2014","2017","1","0",1
"752",2015,"GAMARRA",7.1325,111104,7110.66,163372726.85,5,0,"2015","2021","NA","1",3
"753",2015,"LA UNION",5.43,60949,3900.74,68749835.06,5,0,"2015","2021","NA","1",1
"754",2015,"PENDIENTE CERTIFICADO IGAC",24.4640425531915,782264,60870.58,5792511133.81,4,0,"2015","2018","NA","1",7
"755",2015,"SABANALARGA",19.9583333333333,139075,8952.57,259446288.86,5,0,"2015","2021","NA","1",1
"756",2015,"SAN MARCOS",5.43,1181,75.58,1332155.66,5,0,"2015","2021","NA","1",3
"757",2015,"ASTREA",NA,NA,NA,NA,4,0,NA,NA,"NA","1",1
"758",2015,"SINCE",NA,NA,NA,NA,3,0,NA,NA,"NA","1",2
"759",2015,"VILLANUEVA",NA,NA,NA,NA,2,0,NA,NA,"NA","1",1
"760",2015,"CAIMITO",NA,NA,NA,NA,1,0,NA,NA,NA,NA,1
"761",2015,"PLATO",NA,NA,NA,NA,0,0,NA,NA,NA,NA,1
"762",2015,"PONEDERA",NA,NA,NA,NA,0,0,NA,NA,NA,NA,1
"763",2016,"ACACIAS",14.268658008658,40032396,3835691.61,186867905711.37,10,1,"","2021","0","1",8
"764",2016,"AGUACHICA",21.1502631578947,1142427,76157.41,2039169203.38,10,1,"","2021","0","1",9
"765",2016,"AGUAZUL",18.1245194274029,86171419,11575419.79,251206538991.59,10,1,"","2021","0","1",15
"766",2016,"AIPE",16.1685111111111,6441727,873632.83,51124773325.07,10,1,"","2021","1","1",12
"767",2016,"ALVARADO",17.7690476190476,65960,10553.6,746176737.52,10,1,"","2021","0","1",1
"768",2016,"ARAUCA",23.637486631016,12323880,2052765.09,185137644921.97,10,1,"","2021","1","1",10
"769",2016,"ARAUQUITA",26.6333870967742,5177675,497008.71,45773389389.32,10,1,"","2021","1","1",26
"770",2016,"BARAYA",33.23,51460,8233.6,814551319.46,10,1,"","2020","1","1",2
"771",2016,"BARRANCA DE UPIA",13.6522580645161,309575,23820.98,1443105729.99,10,1,"","2021","1","1",5
"772",2016,"BARRANCABERMEJA",15.2628729281768,16306230,1827521.91,151185172352.53,10,1,"","2021","1","1",11
"773",2016,"BOLIVAR",14.73,956,57.36,2707597.8,10,1,"","","1","1",1
"774",2016,"CABUYARO",14.8892682926829,7165853,587656.69,41744295675.6,10,1,"","2021","1","1",25
"775",2016,"CANTAGALLO",10.9816666666667,5331432,587535.37,42241970070.7,10,1,"","2021","0","1",2
"776",2016,"CASTILLA NUEVA",15.774125,28390705,3151505.65,175821152303.28,10,1,"","2021","1","1",5
"777",2016,"CHAPARRAL",18.2458333333333,130082,20813.12,1166652742.71,10,1,"","2021","1","1",3
"778",2016,"CHIRIGUANA",4.90583333333333,6499,311.96,4684748.77,10,1,"","2021","0","1",4
"779",2016,"CICUCO",21.9175,198970,39794,3664161009.4,10,1,"","2021","0","1",2
"780",2016,"CIMITARRA",15.9172093023256,665958,132185.51,1099988079.59,10,1,"","2021","1","1",6
"781",2016,"COELLO",NA,NA,NA,NA,5,0,NA,NA,"1","0",1
"782",2016,"CORRALES",10.7087804878049,2195321,143969.07,2191745370.61,10,1,"","2021","1","1",7
"783",2016,"CUCUTA",15.1898412698413,1464178,140251.08,6343087525.69,10,1,"","2021","0","1",6
"784",2016,"DIBULLA",5.25923076923077,6352147,1270429.4,20632525924.23,10,1,"","2021","1","1",4
"785",2016,"EL CARMEN DE CHUCURI",34.1441666666667,18577,3715.4,383657462.95,10,1,"","","1","1",2
"786",2016,"ESPINAL",29.0866666666667,291030,14551.5,1278375088.54,10,1,"","2021","1","1",10
"787",2016,"FLANDES",29.0866666666667,6242,312.1,27417188.71,10,1,"","2021","1","1",2
"788",2016,"GARZON",26.8044444444444,4995.82,391.17,38609922.685,10,1,"","2021","1","1",2
"789",2016,"GIGANTE",26.8044444444444,662.165,51.855,5120025.45,10,1,"","2021","1","1",2
"790",2016,"GUADUAS",15.7070833333333,353803,70760.6,1979401886.45,10,1,"","2021","1","1",1
"791",2016,"GUAMAL",9.31365079365079,6620129,515801.9,23469603303,10,1,"","2021","0","1",3
"792",2016,"ICONONZO",20.7671428571429,71974,3850.42,376619899.87,10,1,"","2021","1","1",1
"793",2016,"IPIALES",19.8861111111111,513264,102652.8,2665921959.29,10,1,"","2021","0","1",1
"794",2016,"LA ESPERANZA",24.9258333333333,18819,3763.8,284417822.52,10,1,"","","1","1",1
"795",2016,"LA JAGUA IBIRICO",4.90583333333333,27891,1338.77,20105092.68,10,1,"","2021","1","1",3
"796",2016,"LOS PALMITOS",20.489,4643166,309403.17,4266033978.21,10,1,"","2021","1","1",2
"797",2016,"MANAURE",5.25923076923077,60749130,12149826,197422955614.41,10,1,"","2021","1","1",6
"798",2016,"MANI",20.6081849315068,3020283,303745.33,21642333591.86,10,1,"","2021","1","1",25
"799",2016,"MELGAR",22.279298245614,3530060,208489.48,20289867311.21,10,1,"","2021","1","1",3
"800",2016,"MOCOA",23.6558333333333,3165405,261811.96,21109990038.59,10,1,"","2021","0","1",2
"801",2016,"MOMPOS",21.2163636363636,469,93.8,9435612.51,10,1,"","2021","0","1",2
"802",2016,"MONTERREY",16.71625,337360,25763.87,1783509137.48,10,1,"","2021","1","1",2
"803",2016,"MUNICIPIO NN",5.48148148148148,13157534,865036.17,8512971363.44,10,1,"","2021","1","1",5
"804",2016,"NEIVA",19.5733208955224,8480628,1191815.13,81372074253.13,10,1,"","2021","1","1",12
"805",2016,"NUNCHIA",16.1834615384615,6248,1249.6,99829977.93,10,1,"","2021","1","1",4
"806",2016,"ORITO",22.413253968254,4109156,731527.6,32126716964.91,10,1,"","2021","0","1",10
"807",2016,"OROCUE",22.7422008862629,6239452,622966.37,48895863102.16,10,1,"","2021","1","1",60
"808",2016,"ORTEGA",21.7017365533126,546122.645,87624.085,6974897521.14,10,1,"","2021","1","1",7
"809",2016,"PAICOL",14.4593650793651,940488,69541.24,4573467185.26,10,1,"","2021","0","1",1
"810",2016,"PALERMO",14.808,2651440,419808.96,29896076362.29,10,1,"","2021","1","1",4
"811",2016,"PAZ DE ARIPORO",22.1640639269406,3071166,273091.29,21460337941.22,10,1,"","2021","1","1",30
"812",2016,"PIAMONTE",25.391,488938,59750.44,5147286132.7,10,1,"","2021","0","1",4
"813",2016,"PIEDRAS",15.5697474747475,2790059,297217.88,8862356193.77,10,1,"","2021","1","1",4
"814",2016,"PORE",17.9397058823529,64265,5070.16,416623422.09,10,1,"","2021","1","1",3
"815",2016,"PRADO",25.21625,130052,20808.32,1898265957.34,10,1,"","2021","1","1",1
"816",2016,"PUERTO ASIS",15.8835344827586,3407462,279700.56,17376799477.92,10,1,"","2021","1","1",7
"817",2016,"PUERTO BOYACA",15.987950310559,14358120,1308827.84,70033414487.94,10,1,"","2021","0","1",12
"818",2016,"PUERTO CAICEDO",17.6014285714286,171862,34372.4,2413099621.86,10,1,"","2021","1","1",6
"819",2016,"PUERTO GAITAN",21.5064646464646,99961560,14755511.24,873981943551.11,10,1,"","2021","1","1",49
"820",2016,"PUERTO GUZMÁN",NA,NA,NA,NA,5,0,NA,NA,"NA","0",1
"821",2016,"PUERTO LOPEZ",27.1236111111111,1202923,117235.76,9337270032.21,10,1,"","2021","0","1",5
"822",2016,"PUERTO NARE",23.1090769230769,1097251,125253.18,9337194794.45,10,1,"","2021","1","1",6
"823",2016,"PUERTO SALGAR",21.4716666666667,9623,1924.6,123026459.33,8,0,"","2017","1","0",1
"824",2016,"PUERTO TRIUNFO",25.7,357438,57190.08,4546248779.01,10,1,"","2021","1","1",2
"825",2016,"PUERTO WILCHES",13.1259375,2171860,253294.78,18143155076.21,10,1,"","2021","1","1",6
"826",2016,"PULI",8.0045,992172,158747.52,1219461101.4,10,1,"","2021","0","1",1
"827",2016,"PURIFICACIÓN",23.4536065573771,2531659,403587.28,35705067706.12,10,1,"","2021","1","1",4
"828",2016,"RIO DE ORO",25.0764102564103,382248,62744.17,4234547774.2,10,1,"","2021","1","1",12
"829",2016,"RIOHACHA",5.25923076923077,26504956,5300991.2,86093475870.81,10,1,"","2021","1","1",4
"830",2016,"RIONEGRO",21.1926506024096,2070929,312232.16,11994119771.88,10,1,"","2021","1","1",6
"831",2016,"SABANA DE TORRES",15.2584453781513,13507637,2645918.36,63915588020.88,10,1,"","2021","1","1",20
"832",2016,"SAHAGUN",5.49851851851852,6279805,405418.45,6776023968.83,10,1,"","2021","1","1",8
"833",2016,"SAN ALBERTO",17.7225,24363,4872.6,220325542.95,10,1,"","2021","1","1",1
"834",2016,"SAN LUIS",26.0359523809524,1129.055,181.315,12534437.72,10,1,"","2021","1","1",1
"835",2016,"SAN LUIS DE GACENO",NA,NA,NA,NA,8,0,NA,NA,"0","1",1
"836",2016,"SAN LUIS DE PALENQUE",26.8305434782609,4210382,402993.87,35012142940.86,10,1,"","2021","1","1",39
"837",2016,"SAN MARTÍN",18.0532142857143,4347361,477353.91,30119965771.12,10,1,"","2021",NA,NA,13
"838",2016,"SAN MIGUEL",16.3572916666667,855537,171107.4,13177879588.29,10,1,"","2021","1","1",4
"839",2016,"SAN PEDRO",18.7030434782609,12497947,831623.79,11452696634.68,10,1,"","2021","1","1",5
"840",2016,"SAN VICENTE DE CHUCURI",15.3800917431193,2851239,569740.12,24191379913.83,10,1,"","2021","1","1",10
"841",2016,"SANTA ROSALIA",35.2925,1134.5,90.76,7358397.245,8,0,"","2017","1","0",1
"842",2016,"SARAVENA",25.865,24018,3842.88,329462844.71,9,0,"","2018","0","1",1
"843",2016,"SARDINATA",3.86,179901,11513.66,136350498.49,10,1,"","2021","1","1",1
"844",2016,"SIMACOTA",31.1953846153846,9149,1812.28,123330602.26,10,1,"","2021","1","1",1
"845",2016,"TALAIGUA NUEVO",21.5821739130435,158653,31730.6,3171811190.82,10,1,"","2021","0","1",2
"846",2016,"TAME",NA,NA,NA,NA,5,0,NA,NA,"NA","1",4
"847",2016,"TAURAMENA",18.2295468277946,70139234,10451859.25,217493486602.09,10,1,"","2021","0","1",30
"848",2016,"TESALIA",12.8614814814815,467449,23372.45,1350423555.85,10,1,"","2021","1","1",1
"849",2016,"TIBU",14.1259523809524,1392219,194693.52,12285909812.47,10,1,"","2021","0","1",5
"850",2016,"TOPAGA",7.33885714285714,293158,19023.29,90322001.35,10,1,"","2021","1","1",3
"851",2016,"TRINIDAD",27.6552941176471,1343521,131822.4,12100785994.07,10,1,"","2021","1","1",22
"852",2016,"URIBIA",5.25923076923077,28426671,5685334.2,92336716778.15,10,1,"","2021","1","1",4
"853",2016,"VALLE DEL GUAMUEZ",17.5269047619048,267409,53481.8,3596298721.77,10,1,"","2021","0","1",4
"854",2016,"VILLA NUEVA",19.6793333333333,4676930,364040.55,25072976935.55,10,1,"","2021","0","1",16
"855",2016,"VILLAGARZON",16.8941666666667,5330291,455636.34,40385880732.48,10,1,"","2021","1","1",5
"856",2016,"VILLAVICENCIO",15.8623033707865,7608178,842634.11,35823707768.56,10,1,"","2021","1","1",17
"857",2016,"VILLAVIEJA",13.9191666666667,294482,21247.02,976934906.54,10,1,"","2021","1","1",2
"858",2016,"VISTA HERMOSA",14.67,5722,343.32,16470376.69,8,0,"","2017","0","0",4
"859",2016,"YAGUARA",14.8329166666667,1548970,247835.2,17286757892.26,10,1,"","2021","1","1",1
"860",2016,"YONDO",19.270625,6685976,688481.95,55564206936.11,10,1,"","2021","1","1",6
"861",2016,"YOPAL",21.5097087378641,60339384,9965156.9,333193037639.12,10,1,"","2021","0","1",24
"862",2016,"ARIGUANI",18.8309090909091,4554703,827115.79,11081331749.08,9,0,"2011","2021","0","1",3
"863",2016,"BECERRIL",4.6625,3,0.15,1779.94,7,0,"2011","2017","1","0",2
"864",2016,"EL PASO",3.395,817838,52341.61,537250224.5,9,0,"2011","2021","1","1",3
"865",2016,"GUAMO",16.07,330,26.4,1356881.28,9,0,"2011","2020","1","1",2
"866",2016,"MUNICIPIO NN CASANARE",27.1408333333333,32859,2628.72,214583189.93,9,0,"2011","2021","1","1",5
"867",2016,"MUNICIPIO NN SANTANDER",20.985,747,59.76,4392950.01,9,0,"2011","","1","1",1
"868",2016,"PIJINO DEL CARMEN",NA,NA,NA,NA,4,0,NA,NA,"NA","0",1
"869",2016,"PUEBLO NUEVO",14.4248717948718,15128087,975572.75,16249828196.63,9,0,"2011","2021","0","1",6
"870",2016,"SAN VICENTE DEL CAGUAN",NA,NA,NA,NA,3,0,NA,NA,"NA","1",1
"871",2016,"SANTA ANA",13.1517647058824,936489,60229.99,465416324.09,9,0,"2011","2020","0","1",4
"872",2016,"YACOPI",NA,NA,NA,NA,4,0,NA,NA,"1","0",1
"873",2016,"MUNICIPIO NN META",NA,NA,NA,NA,4,0,NA,NA,"NA","1",3
"874",2016,"OVEJAS",11.8,325966,20867.69,287117985.77,6,0,"2012","2021","NA","1",2
"875",2016,"PUERTO LLERAS",34.2575,355.56,21.335,2178959.695,6,0,"2012","2017","1","0",2
"876",2016,"TELLO",40.7226666666667,2207.5,176.6,21443308.975,4,0,"2012","2017","NA","0",2
"877",2016,"SAN CAARLOS GUAROA",15.13375,7236,434.16,31409430.01,6,0,"2013","2018","1","1",3
"878",2016,"FONSECA",4.40083333333333,439,21.07,204412.26,4,0,"2014","2017","1","0",1
"879",2016,"GAMARRA",5.44428571428571,246772,15793.41,272810552.85,5,0,"2015","2021","NA","1",3
"880",2016,"LA UNION",5.57083333333333,3215092,207882.78,3491839804.86,5,0,"2015","2021","NA","1",1
"881",2016,"PENDIENTE CERTIFICADO IGAC",18.413,484480,38707.82,3266552450.14,4,0,"2015","2018","NA","1",7
"882",2016,"SABANALARGA",17.8021212121212,694153,44618.16,804711604.07,5,0,"2015","2021","NA","1",1
"883",2016,"SAN MARCOS",5.57083333333333,103218,6673.14,112006810.49,5,0,"2015","2021","NA","1",3
"884",2016,"ASTREA",0.35,615380,39384.31,62444237.85,4,0,"2016","2021","NA","1",1
"885",2016,"SINCE",NA,NA,NA,NA,3,0,NA,NA,"NA","1",2
"886",2016,"VILLANUEVA",NA,NA,NA,NA,2,0,NA,NA,"NA","1",1
"887",2016,"CAIMITO",NA,NA,NA,NA,1,0,NA,NA,NA,NA,1
"888",2016,"PLATO",NA,NA,NA,NA,0,0,NA,NA,NA,NA,1
"889",2016,"PONEDERA",NA,NA,NA,NA,0,0,NA,NA,NA,NA,1
"890",2017,"ACACIAS",21.6329613733906,40053046.72,3761341.72,321547796605.81,10,1,"","2021","0","1",8
"891",2017,"AGUACHICA",22.5764242424242,1996293.8,131458.34,3450279994.36,10,1,"","2021","0","1",9
"892",2017,"AGUAZUL",24.4433361629881,77928312.73,10462322.24,265182618478.36,10,1,"","2021","0","1",15
"893",2017,"AIPE",22.456875,5296422.28,705272.61,61046936316.38,10,1,"","2021","1","1",12
"894",2017,"ALVARADO",17.7853333333333,11943.46,1910.96,185748740.44,10,1,"","2021","0","1",1
"895",2017,"ARAUCA",18.3331218274112,10920521.27,1786913.09,187571369135.63,10,1,"","2021","1","1",10
