id;Departamento;Código del municipio;Municipio;Código SIC;Nombre del recurso;Estado del recurso;Clasificación;Tipo de generación;Tipo de despacho;Combustible por defecto;Capacidad efectiva neta [MW];Factor de conversión;¿Es menor?;Agente representante;Fecha de operación (fpo);Año de puesta en operación (fpo);Fecha;x;y
18;ANTIOQUIA;05101;CIUDAD BOLÍVAR;5ISN;GD CSF ARENALES I;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;GENERADORA CANTAYÚS S.A.S E.S.P;19/3/2026;2026;22/7/2026;4666840,77;2204293,306
40;ANTIOQUIA;05380;LA ESTRELLA;3F5L;AUTOG CI JEANS;PRUEBAS;AUTOGENERADOR;Solar;ND;RAD SOLAR;1;0,00;NO;ERCO GENERACION S.A.S. ESP;23/8/2023;2023;22/7/2026;4706940,567;2236918,81
44;ANTIOQUIA;05001;MEDELLÍN;3HG7;COMUNIDAD EL SALVADOR I;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;0;0,00;SI;ERCO GENERACION S.A.S. ESP;23/3/2023;2023;22/7/2026;4711193,609;2250169,715
45;ANTIOQUIA;05001;MEDELLÍN;3HG9;COMUNIDAD EL SALVADOR II;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;0;0,00;SI;ERCO GENERACION S.A.S. ESP;23/3/2023;2023;22/7/2026;4711193,609;2250169,715
56;ANTIOQUIA;05615;RIONEGRO;5IT1;GD ALAMO SOLAR;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;ERCO GENERACION S.A.S. ESP;29/1/2026;2026;22/7/2026;4733305,914;2238252,731
57;ANTIOQUIA;05615;RIONEGRO;3F5N;AUTOG PINTUCO;PRUEBAS;AUTOGENERADOR;Solar;ND;RAD SOLAR;1;0,00;NO;ERCO GENERACION S.A.S. ESP;22/8/2023;2023;22/7/2026;4733305,914;2238252,731
84;ANTIOQUIA;05837;TURBO;5SHV;GD PIEDECUESTA I;PRUEBAS;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;DEPI ENERGY S.A.S. E.S.P.;8/7/2026;2026;22/7/2026;4606222,755;2462971,445
85;ANTIOQUIA;05837;TURBO;5SHN;GD PIEDECUESTA II;PRUEBAS;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;DEPI ENERGY S.A.S. E.S.P.;8/7/2026;2026;22/7/2026;4606222,755;2462971,445
93;ARAUCA;81001;ARAUCA;5F43;ALMA II;OPERACIÓN;NORMAL;Solar;ND;RAD SOLAR;10;0,00;SI;DEPI ENERGY S.A.S. E.S.P.;22/12/2025;2025;22/7/2026;5275233,156;2309689,883
111;ATLÁNTICO;08078;BARANOA;5G3T;PARQUE SOLAR NISPEROS;OPERACIÓN;NORMAL;Solar;ND;RAD SOLAR;20;0,00;SI;FOTOVOLTAICO EL YARUMO SAS ESP;9/4/2026;2026;22/7/2026;4789914,153;2751355,813
112;ATLÁNTICO;08078;BARANOA;5G3S;PARQUE SOLAR BUGAMBILES;OPERACIÓN;NORMAL;Solar;ND;RAD SOLAR;10;0,00;SI;FOTOVOLTAICO EL YARUMO SAS ESP;5/3/2026;2026;22/7/2026;4789914,153;2751355,813
113;ATLÁNTICO;08078;BARANOA;4RGG;PARQUE SOLAR BARANOA;OPERACIÓN;NORMAL;Solar;ND;RAD SOLAR;20;0,00;SI;FOTOVOLTAICO EL YARUMO SAS ESP;29/4/2025;2025;22/7/2026;4789914,153;2751355,813
114;ATLÁNTICO;08141;CANDELARIA;5MAE;GD BONILLA A I;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;OTACC GENERACION S.A.S. E.S.P.;16/3/2026;2026;22/7/2026;4794589,814;2717679,006
115;ATLÁNTICO;08141;CANDELARIA;5MAG;GD BONILLA A II;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;OTACC GENERACION S.A.S. E.S.P.;16/3/2026;2026;22/7/2026;4794589,814;2717679,006
116;ATLÁNTICO;08141;CANDELARIA;5MAD;GD BONILLA A III;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;OTACC GENERACION S.A.S. E.S.P.;16/3/2026;2026;22/7/2026;4794589,814;2717679,006
117;ATLÁNTICO;08141;CANDELARIA;5MAF;GD BONILLA A V;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;OTACC GENERACION S.A.S. E.S.P.;16/3/2026;2026;22/7/2026;4794589,814;2717679,006
118;ATLÁNTICO;08141;CANDELARIA;5MAH;GD BONILLA A IV;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;OTACC GENERACION S.A.S. E.S.P.;16/3/2026;2026;22/7/2026;4794589,814;2717679,006
119;ATLÁNTICO;08433;MALAMBO;3INX;CARACOLI I;OPERACIÓN;NORMAL;Solar;DC;RAD SOLAR;50;0,00;NO;SOL DE LAS CIÉNAGAS S.A.S. E.S.P.;21/12/2024;2024;22/7/2026;4802634,328;2757360,138
120;ATLÁNTICO;08421;LURUACO;3HYG;URUACO;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;UNERGY ENERGY DIGITAL S.A.S E.S.P;17/6/2023;2023;22/7/2026;4764442,692;2734021,724
122;ATLÁNTICO;08296;GALAPA;3RGX;JUMI;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;10;0,00;SI;VATIA S.A. E.S.P.;5/12/2024;2024;22/7/2026;4793823,802;2762880,182
123;ATLÁNTICO;08296;GALAPA;4XUX;GD PULOY;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;UNERGY ENERGY DIGITAL S.A.S E.S.P;24/9/2025;2025;22/7/2026;4793823,802;2762880,182
124;ATLÁNTICO;08685;SANTO TOMÁS;3NU4;GD FINCA JM;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.;15/9/2024;2024;22/7/2026;4804630,953;2747095,423
127;ATLÁNTICO;08758;SOLEDAD;5F3Z;GD CADILLO II;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;OTACC GENERACION S.A.S. E.S.P.;10/11/2025;2025;22/7/2026;4805705,791;2763823,924
128;ATLÁNTICO;08758;SOLEDAD;5F41;GD CARACOL I;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;OTACC GENERACION S.A.S. E.S.P.;10/11/2025;2025;22/7/2026;4805705,791;2763823,924
129;ATLÁNTICO;08758;SOLEDAD;5F3Y;GD CARACOL II;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;OTACC GENERACION S.A.S. E.S.P.;10/11/2025;2025;22/7/2026;4805705,791;2763823,924
130;ATLÁNTICO;08758;SOLEDAD;5F3X;GD CARACOL III;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;OTACC GENERACION S.A.S. E.S.P.;10/11/2025;2025;22/7/2026;4805705,791;2763823,924
131;ATLÁNTICO;08758;SOLEDAD;5ISK;GD PALMERAS I;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;OTACC GENERACION S.A.S. E.S.P.;5/1/2026;2026;22/7/2026;4805705,791;2763823,924
132;ATLÁNTICO;08758;SOLEDAD;5ISO;GD PALMERAS II;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;OTACC GENERACION S.A.S. E.S.P.;5/1/2026;2026;22/7/2026;4805705,791;2763823,924
133;ATLÁNTICO;08758;SOLEDAD;5ISL;GD PALMERAS III;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;OTACC GENERACION S.A.S. E.S.P.;5/1/2026;2026;22/7/2026;4805705,791;2763823,924
134;ATLÁNTICO;08758;SOLEDAD;5ISM;GD PALMERAS IV;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;OTACC GENERACION S.A.S. E.S.P.;5/1/2026;2026;22/7/2026;4805705,791;2763823,924
136;ATLÁNTICO;08849;USIACURÍ;ATLP;ATLANTICO;PRUEBAS;NORMAL;Solar;DC;RAD SOLAR;180;0,00;NO;ENEL COLOMBIA SA ESP;24/2/2026;2026;22/7/2026;4783263,958;2745562,561
138;ATLÁNTICO;08638;SABANALARGA;3QQ3;GD FINCA ISABEL LOPEZ;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.;9/11/2024;2024;22/7/2026;4786195,803;2732492,493
139;ATLÁNTICO;08638;SABANALARGA;3PXE;BSB 500;OPERACIÓN;NORMAL;Solar;ND;RAD SOLAR;20;0,00;SI;ISAGEN S.A. E.S.P.;4/11/2025;2025;22/7/2026;4786195,803;2732492,493
140;ATLÁNTICO;08638;SABANALARGA;3PXC;BSB 501;OPERACIÓN;NORMAL;Solar;ND;RAD SOLAR;20;0,00;SI;ISAGEN S.A. E.S.P.;31/10/2025;2025;22/7/2026;4786195,803;2732492,493
141;ATLÁNTICO;08638;SABANALARGA;3PXF;BSB 502;OPERACIÓN;NORMAL;Solar;ND;RAD SOLAR;20;0,00;SI;ISAGEN S.A. E.S.P.;18/11/2025;2025;22/7/2026;4786195,803;2732492,493
142;ATLÁNTICO;08638;SABANALARGA;3K8C;BSB 503;OPERACIÓN;NORMAL;Solar;ND;RAD SOLAR;20;0,00;SI;ISAGEN S.A. E.S.P.;25/9/2024;2024;22/7/2026;4786195,803;2732492,493
143;ATLÁNTICO;08638;SABANALARGA;3K8E;BSB 504;OPERACIÓN;NORMAL;Solar;ND;RAD SOLAR;20;0,00;SI;ISAGEN S.A. E.S.P.;26/9/2024;2024;22/7/2026;4786195,803;2732492,493
144;ATLÁNTICO;08558;POLONUEVO;4Z8T;GD ENCANTO;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;NITRO ENERGY COLOMBIA S.A.S. E.S.P.;24/9/2025;2025;22/7/2026;4797336,406;2748446,926
145;ATLÁNTICO;08560;PONEDERA;GYP3;GUAYEPO III;OPERACIÓN;NORMAL;Solar;DC;RAD SOLAR;200;0,00;NO;ENEL COLOMBIA SA ESP;24/2/2026;2026;22/7/2026;4803312,957;2729308,435
146;ATLÁNTICO;08560;PONEDERA;GYPO;GUAYEPO;OPERACIÓN;NORMAL;Solar;DC;RAD SOLAR;370;0,00;NO;ENEL COLOMBIA SA ESP;29/11/2024;2024;22/7/2026;4803312,957;2729308,435
151;BOLÍVAR;13052;ARJONA;4YKB;SOLAR PN I;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;10;0,00;SI;VATIA S.A. E.S.P.;5/9/2025;2025;22/7/2026;4740268,486;2682142,456
160;BOLÍVAR;13001;CARTAGENA DE INDIAS;3A44;PLANTA SOLAR BAYUNCA I;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;3;0,00;SI;UNERGY ENERGY DIGITAL S.A.S E.S.P;27/9/2020;2020;22/7/2026;4730900,873;2715236,929
162;BOLÍVAR;13001;CARTAGENA DE INDIAS;3EBN;GR PARQUE SOLAR TUCANES;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;10;0,00;SI;CELSIA COLOMBIA S.A. E.S.P.;25/5/2022;2022;22/7/2026;4730900,873;2715236,929
163;BOLÍVAR;13430;MAGANGUÉ;5F46;EL TAMARINDO I;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;10;0,00;SI;EL TAMARINDO SOLAR S.A.S. E.S.P.;23/1/2026;2026;22/7/2026;4799268,12;2580034,874
164;BOLÍVAR;13430;MAGANGUÉ;5F47;EL TAMARINDO II;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;10;0,00;SI;EL TAMARINDO SOLAR S.A.S. E.S.P.;23/1/2026;2026;22/7/2026;4799268,12;2580034,874
165;BOLÍVAR;13657;SAN JUAN NEPOMUCENO;3JBP;LA NENERA;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;ES INVEST COLOMBIA S.A.S. ESP;12/1/2024;2024;22/7/2026;4773628,231;2660185,722
166;BOLÍVAR;13647;SAN ESTANISLAO;5H1R;GD LA CATEDRAL;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;UNERGY ENERGY DIGITAL S.A.S E.S.P;30/1/2026;2026;22/7/2026;4758630,601;2704160,024
167;BOLÍVAR;13647;SAN ESTANISLAO;5QFG;GD TAURUS VIII;PRUEBAS;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;UNERGY ENERGY DIGITAL S.A.S E.S.P;19/6/2026;2026;22/7/2026;4758630,601;2704160,024
168;BOLÍVAR;13647;SAN ESTANISLAO;5QFI;GD TAURUS IX;PRUEBAS;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;UNERGY ENERGY DIGITAL S.A.S E.S.P;19/6/2026;2026;22/7/2026;4758630,601;2704160,024
169;BOLÍVAR;13647;SAN ESTANISLAO;5QFK;GD TAURUS X;PRUEBAS;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;UNERGY ENERGY DIGITAL S.A.S E.S.P;19/6/2026;2026;22/7/2026;4758630,601;2704160,024
170;BOLÍVAR;13647;SAN ESTANISLAO;3IS2;PARQUE SOLAR ARENAL;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;2;0,00;SI;4E GROUP S.A.S E.S.P.;5/12/2023;2023;22/7/2026;4758630,601;2704160,024
171;BOLÍVAR;13683;SANTA ROSA DE LIMA;2VJS;CELSIA SOLAR BOLIVAR;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;8;0,00;SI;CELSIA COLOMBIA S.A. E.S.P.;2/11/2019;2019;22/7/2026;4741641,485;2715844,379
173;BOLÍVAR;13836;TURBACO;5DW3;GD YURBAQUA;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;UNERGY ENERGY DIGITAL S.A.S E.S.P;21/12/2025;2025;22/7/2026;4739513,547;2702998,875
174;BOLÍVAR;13894;ZAMBRANO;4Z8H;ZAMBRANO II;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;16;0,00;SI;DEPI ENERGY S.A.S. E.S.P.;20/9/2025;2025;22/7/2026;4793776,58;2635426,174
184;BOYACÁ;15491;NOBSA;5NPT;GD SUAMOX;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.;7/4/2026;2026;22/7/2026;5007449,728;2196539,207
192;CALDAS;17380;LA DORADA;5LT6;PLANTA FV DONA JUANA;OPERACIÓN;NORMAL;Solar;ND;RAD SOLAR;4;0,00;SI;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;2/7/2026;2026;22/7/2026;4809449,286;2156137,844
193;CALDAS;17380;LA DORADA;3IRX;PORTON DEL SOL;OPERACIÓN;AUTOGENERADOR;Solar;DC;RAD SOLAR;102;0,00;NO;GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.;7/3/2024;2024;22/7/2026;4809449,286;2156137,844
194;CALDAS;17380;LA DORADA;TPUY;PARQUE SOLAR TEPUY;OPERACIÓN;NORMAL;Solar;DC;RAD SOLAR;83;0,00;NO;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;11/6/2024;2024;22/7/2026;4809449,286;2156137,844
199;CALDAS;17524;PALESTINA;5ISX;PLANTA SOLAR SAN FRANCISCO;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;5;0,00;SI;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;8/2/2026;2026;22/7/2026;4704966,4;2116659,611
203;CALDAS;17877;VITERBO;5PO1;GD VITERBO I;PRUEBAS;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;ENERGIA LIMPIA Y EFICIENTE S.A.S ESP;16/5/2026;2026;22/7/2026;4680834,113;2116481,123
204;CALDAS;17877;VITERBO;5PO2;GD VITERBO II;PRUEBAS;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;ENERGIA LIMPIA Y EFICIENTE S.A.S ESP;16/5/2026;2026;22/7/2026;4680834,113;2116481,123
211;CASANARE;85001;YOPAL;3RH2;AUTOG HIDROSOLAR I;OPERACIÓN;AUTOGENERADOR;Solar;ND;RAD SOLAR;5;0,00;NO;ERCO GENERACION S.A.S. ESP;28/5/2026;2026;22/7/2026;5082194,139;2137359,654
224;CAUCA;19845;VILLA RICA;5P44;AUTOG CELSIA SOLAR TQ TECNOSUR;PRUEBAS;AUTOGENERADOR;Solar;ND;RAD SOLAR;4;0,00;NO;CELSIA COLOMBIA S.A. E.S.P.;30/4/2026;2026;22/7/2026;4614997,671;1910107,833
225;CAUCA;19698;SANTANDER DE QUILICHAO;4Z9Q;SOLAR ARDOBELA I;OPERACIÓN;NORMAL;Solar;ND;RAD SOLAR;10;0,00;SI;ECOARDOBELA I S.A.S. E.S.P.;23/12/2025;2025;22/7/2026;4611115,406;1888411,956
226;CAUCA;19698;SANTANDER DE QUILICHAO;4Z9S;SOLAR ARDOBELA II;OPERACIÓN;NORMAL;Solar;ND;RAD SOLAR;10;0,00;SI;ECOARDOBELA I S.A.S. E.S.P.;23/12/2025;2025;22/7/2026;4611115,406;1888411,956
233;CAUCA;19532;PATÍA;5TO2;GD NAOS IV;PRUEBAS;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;BIA ENERGY S.A.S. E.S.P;3/7/2026;2026;22/7/2026;4549808,829;1797094,883
234;CAUCA;19532;PATÍA;5SCX;GD VEGA I;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;BIA ENERGY S.A.S. E.S.P;8/7/2026;2026;22/7/2026;4549808,829;1797094,883
235;CAUCA;19532;PATÍA;5SCK;GD VEGA II;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;BIA ENERGY S.A.S. E.S.P;8/7/2026;2026;22/7/2026;4549808,829;1797094,883
236;CAUCA;19532;PATÍA;5TNV;GD NAOS V;PRUEBAS;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;BIA ENERGY S.A.S. E.S.P;10/7/2026;2026;22/7/2026;4549808,829;1797094,883
237;CAUCA;19573;PUERTO TEJADA;3MS2;CELSIA SOLAR PUERTO TEJADA;OPERACIÓN;AUTOGENERADOR;Solar;ND;RAD SOLAR;20;0,00;NO;CELSIA COLOMBIA S.A. E.S.P.;17/2/2026;2026;22/7/2026;4620150,146;1919622,953
244;CAUCA;19450;MERCADERES;5JQL;GD POLARIS III;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;BIA ENERGY S.A.S. E.S.P;5/2/2026;2026;22/7/2026;4534799,528;1756773,86
245;CAUCA;19450;MERCADERES;5BQA;GD POLARIS II;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;UNERGY ENERGY DIGITAL S.A.S E.S.P;20/9/2025;2025;22/7/2026;4534799,528;1756773,86
246;CAUCA;19450;MERCADERES;4YLM;POLARIS I;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;UNERGY ENERGY DIGITAL S.A.S E.S.P;12/7/2025;2025;22/7/2026;4534799,528;1756773,86
