"","Measures","Edad","Sexo","Hierarchy","Etnia","Geografiia Cotizante","value"
"801","Valor IBC",27,"FEMENINO","2019/12/10","NO REPORTADO","11001 - Bogotá, D.C.",4968696
"802","Valor IBC",37,"FEMENINO","2019/12/10","NO REPORTADO","11001 - Bogotá, D.C.",828116
"803","Valor IBC",58,"FEMENINO","2019/12/10","NO REPORTADO","11001 - Bogotá, D.C.",3600000
"804","Valor IBC",60,"FEMENINO","2019/12/10","NO REPORTADO","11001 - Bogotá, D.C.",828116
"805","Valor IBC",63,"MASCULINO","2019/12/11","NO REPORTADO","11001 - Bogotá, D.C.",3312464
"806","Valor IBC",56,"FEMENINO","2019/12/12","NO REPORTADO","11001 - Bogotá, D.C.",3312464
"807","Valor IBC",22,"MASCULINO","2019/12/12","NO REPORTADO","11001 - Bogotá, D.C.",6693250
"808","Valor IBC",39,"MASCULINO","2019/12/12","NO REPORTADO","11001 - Bogotá, D.C.",13153516
"809","Valor IBC",42,"MASCULINO","2019/12/12","NO REPORTADO","11001 - Bogotá, D.C.",3.3e+07
"810","Valor IBC",46,"MASCULINO","2019/12/12","NO REPORTADO","11001 - Bogotá, D.C.",7294244
"811","Valor IBC",62,"FEMENINO","2019/12/16","NO REPORTADO","11001 - Bogotá, D.C.",3e+06
"812","Valor IBC",50,"MASCULINO","2019/12/16","NO REPORTADO","11001 - Bogotá, D.C.",9664288
"813","Valor IBC",64,"MASCULINO","2019/12/16","NO REPORTADO","11001 - Bogotá, D.C.",4.8e+07
"814","Valor IBC",31,"FEMENINO","2019/12/17","NO REPORTADO","11001 - Bogotá, D.C.",5800000
"815","Valor IBC",34,"FEMENINO","2019/12/17","NO REPORTADO","11001 - Bogotá, D.C.",5200000
"816","Valor IBC",24,"MASCULINO","2019/12/17","NO REPORTADO","11001 - Bogotá, D.C.",3805208
"817","Valor IBC",31,"MASCULINO","2019/12/17","NO REPORTADO","11001 - Bogotá, D.C.",3900000
"818","Valor IBC",48,"MASCULINO","2019/12/17","NO REPORTADO","11001 - Bogotá, D.C.",6475260
"819","Valor IBC",31,"FEMENINO","2019/12/19","NO REPORTADO","11001 - Bogotá, D.C.",2277332
"820","Valor IBC",35,"MASCULINO","2019/12/19","NO REPORTADO","11001 - Bogotá, D.C.",3854772
"821","Valor IBC",42,"MASCULINO","2019/12/19","NO REPORTADO","11001 - Bogotá, D.C.",87487232
"822","Valor IBC",45,"MASCULINO","2019/12/19","NO REPORTADO","11001 - Bogotá, D.C.",10998292
"823","Valor IBC",47,"MASCULINO","2019/12/19","NO REPORTADO","11001 - Bogotá, D.C.",8584968
"824","Valor IBC",51,"MASCULINO","2019/12/23","NO REPORTADO","11001 - Bogotá, D.C.",6753016
"825","Valor IBC",61,"MASCULINO","2019/12/23","NO REPORTADO","11001 - Bogotá, D.C.",3390133
"826","Valor IBC",56,"FEMENINO","2020/01/02","NO REPORTADO","11001 - Bogotá, D.C.",1877065
"827","Valor IBC",61,"FEMENINO","2020/01/02","NO REPORTADO","11001 - Bogotá, D.C.",3312464
"828","Valor IBC",22,"MASCULINO","2020/01/02","NO REPORTADO","11001 - Bogotá, D.C.",2490580
"829","Valor IBC",39,"MASCULINO","2020/01/02","NO REPORTADO","11001 - Bogotá, D.C.",4602815
"830","Valor IBC",42,"MASCULINO","2020/01/02","NO REPORTADO","11001 - Bogotá, D.C.",27500000
"831","Valor IBC",46,"MASCULINO","2020/01/02","NO REPORTADO","11001 - Bogotá, D.C.",2320545
"832","Valor IBC",47,"MASCULINO","2020/01/02","NO REPORTADO","11001 - Bogotá, D.C.",11670400
"833","Valor IBC",51,"MASCULINO","2020/01/02","NO REPORTADO","11001 - Bogotá, D.C.",10584000
"834","Valor IBC",40,"MASCULINO","2020/01/03","NO REPORTADO","11001 - Bogotá, D.C.",3e+06
"835","Valor IBC",27,"FEMENINO","2020/01/07","NO REPORTADO","11001 - Bogotá, D.C.",2235916
"836","Valor IBC",29,"FEMENINO","2020/01/07","NO REPORTADO","11001 - Bogotá, D.C.",2732400
"837","Valor IBC",41,"FEMENINO","2020/01/07","NO REPORTADO","11001 - Bogotá, D.C.",3192000
"838","Valor IBC",47,"FEMENINO","2020/01/07","NO REPORTADO","11001 - Bogotá, D.C.",2791800
"839","Valor IBC",23,"MASCULINO","2020/01/07","NO REPORTADO","11001 - Bogotá, D.C.",110416
"840","Valor IBC",28,"MASCULINO","2020/01/07","NO REPORTADO","11001 - Bogotá, D.C.",5157878
"841","Valor IBC",35,"MASCULINO","2020/01/07","NO REPORTADO","11001 - Bogotá, D.C.",3044614
"842","Valor IBC",49,"MASCULINO","2020/01/07","NO REPORTADO","11001 - Bogotá, D.C.",2259088
"843","Valor IBC",51,"MASCULINO","2020/01/07","NO REPORTADO","11001 - Bogotá, D.C.",7554193
"844","Valor IBC",57,"MASCULINO","2020/01/07","NO REPORTADO","11001 - Bogotá, D.C.",6300000
"845","Valor IBC",60,"MASCULINO","2020/01/07","NO REPORTADO","11001 - Bogotá, D.C.",2707890
"846","Valor IBC",27,"FEMENINO","2020/01/08","NO REPORTADO","11001 - Bogotá, D.C.",2070290
"847","Valor IBC",37,"FEMENINO","2020/01/08","NO REPORTADO","11001 - Bogotá, D.C.",828116
"848","Valor IBC",60,"FEMENINO","2020/01/08","NO REPORTADO","11001 - Bogotá, D.C.",828116
"849","Valor IBC",32,"FEMENINO","2020/01/09","NO REPORTADO","11001 - Bogotá, D.C.",4957500
"850","Valor IBC",37,"FEMENINO","2020/01/09","NO REPORTADO","11001 - Bogotá, D.C.",2012485
"851","Valor IBC",46,"FEMENINO","2020/01/09","NO REPORTADO","11001 - Bogotá, D.C.",2484348
"852","Valor IBC",48,"FEMENINO","2020/01/09","NO REPORTADO","11001 - Bogotá, D.C.",2484348
"853","Valor IBC",54,"FEMENINO","2020/01/09","NO REPORTADO","11001 - Bogotá, D.C.",4950000
"854","Valor IBC",61,"FEMENINO","2020/01/09","NO REPORTADO","11001 - Bogotá, D.C.",11828160
"855","Valor IBC",66,"FEMENINO","2020/01/09","NO REPORTADO","11001 - Bogotá, D.C.",16202960
"856","Valor IBC",68,"FEMENINO","2020/01/09","NO REPORTADO","11001 - Bogotá, D.C.",11949683
"857","Valor IBC",72,"FEMENINO","2020/01/09","NO REPORTADO","11001 - Bogotá, D.C.",2484348
"858","Valor IBC",22,"MASCULINO","2020/01/09","NO REPORTADO","11001 - Bogotá, D.C.",5206065
"859","Valor IBC",24,"MASCULINO","2020/01/09","NO REPORTADO","11001 - Bogotá, D.C.",3600000
"860","Valor IBC",25,"MASCULINO","2020/01/09","NO REPORTADO","11001 - Bogotá, D.C.",3738000
"861","Valor IBC",29,"MASCULINO","2020/01/09","NO REPORTADO","11001 - Bogotá, D.C.",2150506
"862","Valor IBC",31,"MASCULINO","2020/01/09","NO REPORTADO","11001 - Bogotá, D.C.",18984000
"863","Valor IBC",33,"MASCULINO","2020/01/09","NO REPORTADO","11001 - Bogotá, D.C.",6432071
"864","Valor IBC",36,"MASCULINO","2020/01/09","NO REPORTADO","11001 - Bogotá, D.C.",7223700
"865","Valor IBC",48,"MASCULINO","2020/01/09","NO REPORTADO","11001 - Bogotá, D.C.",2.5e+07
"866","Valor IBC",52,"MASCULINO","2020/01/09","NO REPORTADO","11001 - Bogotá, D.C.",3506018
"867","Valor IBC",62,"MASCULINO","2020/01/09","NO REPORTADO","11001 - Bogotá, D.C.",7500000
"868","Valor IBC",64,"MASCULINO","2020/01/09","NO REPORTADO","11001 - Bogotá, D.C.",9750000
"869","Valor IBC",65,"MASCULINO","2020/01/09","NO REPORTADO","11001 - Bogotá, D.C.",93163051
"870","Valor IBC",72,"MASCULINO","2020/01/09","NO REPORTADO","11001 - Bogotá, D.C.",1656232
"871","Valor IBC",84,"MASCULINO","2020/01/09","NO REPORTADO","11001 - Bogotá, D.C.",12678480
"872","Valor IBC",63,"MASCULINO","2020/01/10","NO REPORTADO","11001 - Bogotá, D.C.",2484348
"873","Valor IBC",27,"MASCULINO","2020/01/13","NO REPORTADO","11001 - Bogotá, D.C.",2484348
"874","Valor IBC",50,"MASCULINO","2020/01/14","NO REPORTADO","11001 - Bogotá, D.C.",7904491
"875","Valor IBC",58,"FEMENINO","2020/01/15","NO REPORTADO","11001 - Bogotá, D.C.",2700000
"876","Valor IBC",31,"FEMENINO","2020/01/20","NO REPORTADO","11001 - Bogotá, D.C.",4350000
"877","Valor IBC",34,"FEMENINO","2020/01/20","NO REPORTADO","11001 - Bogotá, D.C.",3900000
"878","Valor IBC",55,"FEMENINO","2020/01/20","NO REPORTADO","11001 - Bogotá, D.C.",6721012
"879","Valor IBC",24,"MASCULINO","2020/01/20","NO REPORTADO","11001 - Bogotá, D.C.",3022500
"880","Valor IBC",31,"MASCULINO","2020/01/20","NO REPORTADO","11001 - Bogotá, D.C.",3022500
"881","Valor IBC",48,"MASCULINO","2020/01/20","NO REPORTADO","11001 - Bogotá, D.C.",5791986
"882","Valor IBC",61,"FEMENINO","2020/01/22","NO REPORTADO","11001 - Bogotá, D.C.",2484348
"883","Valor IBC",35,"MASCULINO","2020/01/22","NO REPORTADO","11001 - Bogotá, D.C.",3109150
"884","Valor IBC",42,"MASCULINO","2020/01/22","NO REPORTADO","11001 - Bogotá, D.C.",4501956
"885","Valor IBC",45,"MASCULINO","2020/01/22","NO REPORTADO","11001 - Bogotá, D.C.",3482274
"886","Valor IBC",47,"MASCULINO","2020/01/22","NO REPORTADO","11001 - Bogotá, D.C.",13915196
"887","Valor IBC",51,"MASCULINO","2020/01/22","NO REPORTADO","11001 - Bogotá, D.C.",6161132
"888","Valor IBC",51,"MASCULINO","2020/01/24","NO REPORTADO","11001 - Bogotá, D.C.",3567597
"889","Valor IBC",61,"MASCULINO","2020/01/24","NO REPORTADO","11001 - Bogotá, D.C.",960539
"890","Valor IBC",42,"MASCULINO","2020/01/27","NO REPORTADO","11001 - Bogotá, D.C.",78250000
"891","Valor IBC",62,"FEMENINO","2020/01/28","NO REPORTADO","11001 - Bogotá, D.C.",2e+06
"892","Valor IBC",64,"MASCULINO","2020/01/28","NO REPORTADO","11001 - Bogotá, D.C.",4e+07
"893","Valor IBC",42,"MASCULINO","2021/04/16","NO REPORTADO","11001 - Bogotá, D.C.",88250000
"894","Valor IBC",42,"MASCULINO","2019/06/19","OTRAS ETNIAS","11001 - Bogotá, D.C.",110416
"895","Valor IBC",30,"FEMENINO","2019/03/07","NO REPORTADO","15516 - Paipa",866668
"896","Valor IBC",30,"FEMENINO","2019/04/05","NO REPORTADO","15516 - Paipa",5200000
"897","Valor IBC",31,"MASCULINO","2019/04/08","NO REPORTADO","15516 - Paipa",552080
"898","Valor IBC",30,"FEMENINO","2019/05/08","NO REPORTADO","15516 - Paipa",5200000
"899","Valor IBC",30,"FEMENINO","2019/06/10","NO REPORTADO","15516 - Paipa",5200000
"900","Valor IBC",23,"MASCULINO","2019/07/09","NO REPORTADO","15516 - Paipa",220832
"901","Valor IBC",30,"FEMENINO","2019/07/10","NO REPORTADO","15516 - Paipa",5606252
"902","Valor IBC",30,"FEMENINO","2019/08/08","NO REPORTADO","15516 - Paipa",5200000
"903","Valor IBC",53,"MASCULINO","2019/09/04","NO REPORTADO","15516 - Paipa",1214572
"904","Valor IBC",30,"FEMENINO","2019/09/06","NO REPORTADO","15516 - Paipa",5200000
"905","Valor IBC",30,"FEMENINO","2019/10/07","NO REPORTADO","15516 - Paipa",5200000
"906","Valor IBC",53,"MASCULINO","2019/10/07","NO REPORTADO","15516 - Paipa",110416
"907","Valor IBC",30,"FEMENINO","2019/11/08","NO REPORTADO","15516 - Paipa",5200000
"908","Valor IBC",30,"FEMENINO","2019/12/06","NO REPORTADO","15516 - Paipa",5200000
"909","Valor IBC",30,"FEMENINO","2020/01/09","NO REPORTADO","15516 - Paipa",3900000
"910","Valor IBC",39,"MASCULINO","2019/01/11","NO REPORTADO","15681 - San Pablo De Borbur",1171128
"911","Valor IBC",39,"MASCULINO","2019/02/13","NO REPORTADO","15681 - San Pablo De Borbur",6627420
"912","Valor IBC",39,"MASCULINO","2019/03/13","NO REPORTADO","15681 - San Pablo De Borbur",9961268
"913","Valor IBC",39,"MASCULINO","2019/04/11","NO REPORTADO","15681 - San Pablo De Borbur",10639336
"914","Valor IBC",39,"MASCULINO","2019/05/14","NO REPORTADO","15681 - San Pablo De Borbur",21045084
"915","Valor IBC",39,"MASCULINO","2019/06/14","NO REPORTADO","15681 - San Pablo De Borbur",25254582
"916","Valor IBC",39,"MASCULINO","2019/07/12","NO REPORTADO","15681 - San Pablo De Borbur",23224326
"917","Valor IBC",39,"MASCULINO","2019/08/14","NO REPORTADO","15681 - San Pablo De Borbur",22052538
"918","Valor IBC",39,"MASCULINO","2019/09/12","NO REPORTADO","15681 - San Pablo De Borbur",13062592
"919","Valor IBC",39,"MASCULINO","2019/10/11","NO REPORTADO","15681 - San Pablo De Borbur",11673816
"920","Valor IBC",39,"MASCULINO","2019/11/15","NO REPORTADO","15681 - San Pablo De Borbur",11890672
"921","Valor IBC",39,"MASCULINO","2019/12/12","NO REPORTADO","15681 - San Pablo De Borbur",11533932
"922","Valor IBC",39,"MASCULINO","2020/01/02","NO REPORTADO","15681 - San Pablo De Borbur",4976325
"923","Valor IBC",23,"MASCULINO","2019/07/19","NO REPORTADO","15542 - Pesca",4342604
"924","Valor IBC",39,"MASCULINO","2019/07/19","NO REPORTADO","15542 - Pesca",5152752
"925","Valor IBC",23,"MASCULINO","2019/08/22","NO REPORTADO","15542 - Pesca",2484351
"926","Valor IBC",39,"MASCULINO","2019/08/22","NO REPORTADO","15542 - Pesca",5559522
"927","Valor IBC",23,"MASCULINO","2019/09/19","NO REPORTADO","15542 - Pesca",995168
"928","Valor IBC",39,"MASCULINO","2019/09/19","NO REPORTADO","15542 - Pesca",110416
"929","Valor IBC",23,"MASCULINO","2019/12/12","NO REPORTADO","15814 - Toca",1435402
"930","Valor IBC",23,"MASCULINO","2020/01/02","NO REPORTADO","15814 - Toca",828116
"931","Valor IBC",31,"MASCULINO","2019/09/24","NO REPORTADO","15212 - Coper",1764000
"932","Valor IBC",31,"MASCULINO","2019/10/23","NO REPORTADO","15212 - Coper",8316000
"933","Valor IBC",31,"MASCULINO","2019/11/26","NO REPORTADO","15212 - Coper",7980000
"934","Valor IBC",31,"MASCULINO","2020/01/02","NO REPORTADO","15212 - Coper",6755000
"935","Valor IBC",31,"MASCULINO","2020/01/22","NO REPORTADO","15212 - Coper",4282618
"936","Valor IBC",31,"FEMENINO","2019/08/22","NO REPORTADO","15693 - Santa Rosa De Viterbo",880000
"937","Valor IBC",31,"FEMENINO","2019/10/21","NO REPORTADO","15693 - Santa Rosa De Viterbo",4419068
"938","Valor IBC",31,"FEMENINO","2019/11/25","NO REPORTADO","15693 - Santa Rosa De Viterbo",2200000
"939","Valor IBC",48,"MASCULINO","2019/01/16","NO REPORTADO","15001 - Tunja",3986200
"940","Valor IBC",48,"MASCULINO","2019/02/13","NO REPORTADO","15001 - Tunja",22056979
"941","Valor IBC",51,"MASCULINO","2019/03/06","NO REPORTADO","15001 - Tunja",110416
"942","Valor IBC",56,"MASCULINO","2019/03/12","NO REPORTADO","15001 - Tunja",5422072
"943","Valor IBC",48,"MASCULINO","2019/03/13","NO REPORTADO","15001 - Tunja",23917200
"944","Valor IBC",48,"MASCULINO","2019/04/11","NO REPORTADO","15001 - Tunja",23917200
"945","Valor IBC",28,"FEMENINO","2019/05/08","NO REPORTADO","15001 - Tunja",3200000
"946","Valor IBC",48,"MASCULINO","2019/05/14","NO REPORTADO","15001 - Tunja",23917200
"947","Valor IBC",56,"MASCULINO","2019/05/23","NO REPORTADO","15001 - Tunja",4202928
"948","Valor IBC",28,"FEMENINO","2019/06/10","NO REPORTADO","15001 - Tunja",4800000
"949","Valor IBC",48,"MASCULINO","2019/06/14","NO REPORTADO","15001 - Tunja",24600000
"950","Valor IBC",28,"FEMENINO","2019/07/10","NO REPORTADO","15001 - Tunja",4800000
"951","Valor IBC",48,"MASCULINO","2019/07/12","NO REPORTADO","15001 - Tunja",22686722
"952","Valor IBC",28,"FEMENINO","2019/08/08","NO REPORTADO","15001 - Tunja",5400000
"953","Valor IBC",48,"MASCULINO","2019/08/14","NO REPORTADO","15001 - Tunja",23643339
"954","Valor IBC",28,"FEMENINO","2019/09/06","NO REPORTADO","15001 - Tunja",5400000
"955","Valor IBC",56,"MASCULINO","2019/09/10","NO REPORTADO","15001 - Tunja",8829056
"956","Valor IBC",48,"MASCULINO","2019/09/12","NO REPORTADO","15001 - Tunja",24463339
"957","Valor IBC",28,"FEMENINO","2019/10/07","NO REPORTADO","15001 - Tunja",5400000
"958","Valor IBC",48,"MASCULINO","2019/10/11","NO REPORTADO","15001 - Tunja",24600000
"959","Valor IBC",28,"FEMENINO","2019/11/08","NO REPORTADO","15001 - Tunja",5400000
"960","Valor IBC",48,"MASCULINO","2019/11/15","NO REPORTADO","15001 - Tunja",23780000
"961","Valor IBC",56,"MASCULINO","2019/11/26","NO REPORTADO","15001 - Tunja",7156728
"962","Valor IBC",28,"FEMENINO","2019/12/06","NO REPORTADO","15001 - Tunja",5400000
"963","Valor IBC",48,"MASCULINO","2019/12/12","NO REPORTADO","15001 - Tunja",24600000
"964","Valor IBC",56,"MASCULINO","2019/12/23","NO REPORTADO","15001 - Tunja",6075388
"965","Valor IBC",48,"MASCULINO","2020/01/02","NO REPORTADO","15001 - Tunja",8149236
"966","Valor IBC",28,"FEMENINO","2020/01/09","NO REPORTADO","15001 - Tunja",4050000
"967","Valor IBC",56,"MASCULINO","2020/01/24","NO REPORTADO","15001 - Tunja",3577862
"968","Valor IBC",26,"MASCULINO","2019/03/06","INDÍGENA","15753 - Soatá",110416
"969","Valor IBC",52,"MASCULINO","2019/01/03","NO REPORTADO","15753 - Soatá",242751
"970","Valor IBC",33,"FEMENINO","2019/03/05","NO REPORTADO","15753 - Soatá",2240000
"971","Valor IBC",33,"FEMENINO","2019/04/02","NO REPORTADO","15753 - Soatá",112000
"972","Valor IBC",33,"FEMENINO","2019/01/09","NO REPORTADO","15047 - Aquitania",1600001
"973","Valor IBC",33,"FEMENINO","2019/02/05","NO REPORTADO","15047 - Aquitania",7386000
"974","Valor IBC",24,"FEMENINO","2019/02/11","NO REPORTADO","15047 - Aquitania",55208
"975","Valor IBC",33,"FEMENINO","2019/03/05","NO REPORTADO","15047 - Aquitania",7200000
"976","Valor IBC",24,"FEMENINO","2019/03/07","NO REPORTADO","15047 - Aquitania",1656232
"977","Valor IBC",33,"FEMENINO","2019/04/02","NO REPORTADO","15047 - Aquitania",7200000
"978","Valor IBC",24,"FEMENINO","2019/04/10","NO REPORTADO","15047 - Aquitania",1656232
"979","Valor IBC",33,"FEMENINO","2019/05/06","NO REPORTADO","15047 - Aquitania",7200000
"980","Valor IBC",24,"FEMENINO","2019/05/14","NO REPORTADO","15047 - Aquitania",1656232
"981","Valor IBC",33,"FEMENINO","2019/06/05","NO REPORTADO","15047 - Aquitania",7200000
"982","Valor IBC",24,"FEMENINO","2019/06/12","NO REPORTADO","15047 - Aquitania",1656232
"983","Valor IBC",33,"FEMENINO","2019/07/02","NO REPORTADO","15047 - Aquitania",7200000
"984","Valor IBC",24,"FEMENINO","2019/07/12","NO REPORTADO","15047 - Aquitania",1656232
"985","Valor IBC",33,"FEMENINO","2019/08/05","NO REPORTADO","15047 - Aquitania",7200000
"986","Valor IBC",24,"FEMENINO","2019/08/09","NO REPORTADO","15047 - Aquitania",1601026
"987","Valor IBC",33,"FEMENINO","2019/09/04","NO REPORTADO","15047 - Aquitania",7200000
"988","Valor IBC",33,"FEMENINO","2019/10/03","NO REPORTADO","15047 - Aquitania",7200000
"989","Valor IBC",33,"FEMENINO","2019/11/05","NO REPORTADO","15047 - Aquitania",7200000
"990","Valor IBC",33,"FEMENINO","2019/12/03","NO REPORTADO","15047 - Aquitania",7200000
"991","Valor IBC",28,"MASCULINO","2019/12/17","NO REPORTADO","15047 - Aquitania",690097
"992","Valor IBC",33,"FEMENINO","2020/01/07","NO REPORTADO","15047 - Aquitania",4860000
"993","Valor IBC",41,"MASCULINO","2019/04/22","NO REPORTADO","15162 - Cerinza",220832
"994","Valor IBC",41,"MASCULINO","2019/05/21","NO REPORTADO","15162 - Cerinza",10973896
"995","Valor IBC",41,"MASCULINO","2019/06/21","NO REPORTADO","15162 - Cerinza",10972440
"996","Valor IBC",41,"MASCULINO","2019/07/19","NO REPORTADO","15162 - Cerinza",9941852
"997","Valor IBC",41,"MASCULINO","2019/08/22","NO REPORTADO","15162 - Cerinza",3283412
"998","Valor IBC",41,"MASCULINO","2019/09/19","NO REPORTADO","15162 - Cerinza",2005332
"999","Valor IBC",41,"MASCULINO","2019/10/21","NO REPORTADO","15162 - Cerinza",4208400
"1000","Valor IBC",33,"FEMENINO","2019/01/09","NO REPORTADO","15272 - Firavitoba",1270800
"1001","Valor IBC",33,"FEMENINO","2019/02/07","NO REPORTADO","15272 - Firavitoba",6471550
"1002","Valor IBC",33,"FEMENINO","2019/03/07","NO REPORTADO","15272 - Firavitoba",5123826
"1003","Valor IBC",33,"FEMENINO","2019/04/05","NO REPORTADO","15272 - Firavitoba",5821856
"1004","Valor IBC",32,"MASCULINO","2019/02/07","NO REPORTADO","15087 - Belén",370440
"1005","Valor IBC",32,"MASCULINO","2019/03/07","NO REPORTADO","15087 - Belén",4321764
"1006","Valor IBC",32,"MASCULINO","2019/04/05","NO REPORTADO","15087 - Belén",3878048
"1007","Valor IBC",32,"MASCULINO","2019/05/08","NO REPORTADO","15087 - Belén",4206531
"1008","Valor IBC",30,"MASCULINO","2019/10/21","NO REPORTADO","15442 - Maripí",846000
"1009","Valor IBC",30,"MASCULINO","2019/11/25","NO REPORTADO","15442 - Maripí",5877352
"1010","Valor IBC",30,"MASCULINO","2019/12/19","NO REPORTADO","15442 - Maripí",5925384
"1011","Valor IBC",30,"MASCULINO","2020/01/22","NO REPORTADO","15442 - Maripí",1419912
"1012","Valor IBC",41,"MASCULINO","2019/01/09","NO REPORTADO","15176 - Chiquinquirá",1567949
"1013","Valor IBC",43,"MASCULINO","2019/01/09","NO REPORTADO","15176 - Chiquinquirá",2021354
"1014","Valor IBC",32,"MASCULINO","2019/01/11","NO REPORTADO","15176 - Chiquinquirá",1152374
"1015","Valor IBC",29,"MASCULINO","2019/01/15","NO REPORTADO","15176 - Chiquinquirá",998159
"1016","Valor IBC",54,"MASCULINO","2019/01/15","NO REPORTADO","15176 - Chiquinquirá",1570575
"1017","Valor IBC",61,"MASCULINO","2019/01/15","NO REPORTADO","15176 - Chiquinquirá",2024954
"1018","Valor IBC",44,"MASCULINO","2019/01/17","NO REPORTADO","15176 - Chiquinquirá",1966469
"1019","Valor IBC",46,"MASCULINO","2019/01/17","NO REPORTADO","15176 - Chiquinquirá",4780494
"1020","Valor IBC",41,"MASCULINO","2019/02/05","NO REPORTADO","15176 - Chiquinquirá",6155960
"1021","Valor IBC",43,"MASCULINO","2019/02/07","NO REPORTADO","15176 - Chiquinquirá",4042708
"1022","Valor IBC",29,"MASCULINO","2019/02/11","NO REPORTADO","15176 - Chiquinquirá",7451364
"1023","Valor IBC",54,"MASCULINO","2019/02/11","NO REPORTADO","15176 - Chiquinquirá",4082128
"1024","Valor IBC",61,"MASCULINO","2019/02/11","NO REPORTADO","15176 - Chiquinquirá",5997790
"1025","Valor IBC",32,"MASCULINO","2019/02/13","NO REPORTADO","15176 - Chiquinquirá",4828144
"1026","Valor IBC",51,"MASCULINO","2019/02/13","NO REPORTADO","15176 - Chiquinquirá",552080
"1027","Valor IBC",46,"MASCULINO","2019/02/18","NO REPORTADO","15176 - Chiquinquirá",9438604
"1028","Valor IBC",44,"MASCULINO","2019/02/20","NO REPORTADO","15176 - Chiquinquirá",7631879
"1029","Valor IBC",46,"MASCULINO","2019/02/20","NO REPORTADO","15176 - Chiquinquirá",6913783
"1030","Valor IBC",41,"MASCULINO","2019/03/05","NO REPORTADO","15176 - Chiquinquirá",5766400
"1031","Valor IBC",51,"MASCULINO","2019/03/06","NO REPORTADO","15176 - Chiquinquirá",110416
"1032","Valor IBC",29,"MASCULINO","2019/03/07","NO REPORTADO","15176 - Chiquinquirá",5868056
"1033","Valor IBC",43,"MASCULINO","2019/03/07","NO REPORTADO","15176 - Chiquinquirá",3994028
"1034","Valor IBC",54,"MASCULINO","2019/03/07","NO REPORTADO","15176 - Chiquinquirá",7663544
"1035","Valor IBC",61,"MASCULINO","2019/03/07","NO REPORTADO","15176 - Chiquinquirá",6655320
"1036","Valor IBC",32,"MASCULINO","2019/03/13","NO REPORTADO","15176 - Chiquinquirá",8178976
"1037","Valor IBC",46,"MASCULINO","2019/03/13","NO REPORTADO","15176 - Chiquinquirá",8335468
"1038","Valor IBC",44,"MASCULINO","2019/03/21","NO REPORTADO","15176 - Chiquinquirá",8904768
"1039","Valor IBC",46,"MASCULINO","2019/03/21","NO REPORTADO","15176 - Chiquinquirá",9416988
"1040","Valor IBC",41,"MASCULINO","2019/04/02","NO REPORTADO","15176 - Chiquinquirá",5542400
"1041","Valor IBC",43,"MASCULINO","2019/04/05","NO REPORTADO","15176 - Chiquinquirá",5433072
"1042","Valor IBC",29,"MASCULINO","2019/04/10","NO REPORTADO","15176 - Chiquinquirá",4281376
"1043","Valor IBC",54,"MASCULINO","2019/04/10","NO REPORTADO","15176 - Chiquinquirá",5688888
"1044","Valor IBC",61,"MASCULINO","2019/04/10","NO REPORTADO","15176 - Chiquinquirá",3312464
"1045","Valor IBC",32,"MASCULINO","2019/04/11","NO REPORTADO","15176 - Chiquinquirá",9985188
"1046","Valor IBC",46,"MASCULINO","2019/04/16","NO REPORTADO","15176 - Chiquinquirá",7939600
"1047","Valor IBC",29,"MASCULINO","2019/04/22","NO REPORTADO","15176 - Chiquinquirá",16466164
"1048","Valor IBC",36,"MASCULINO","2019/04/22","NO REPORTADO","15176 - Chiquinquirá",24451104
"1049","Valor IBC",39,"MASCULINO","2019/04/22","NO REPORTADO","15176 - Chiquinquirá",17196530
"1050","Valor IBC",50,"MASCULINO","2019/04/22","NO REPORTADO","15176 - Chiquinquirá",5421664
"1051","Valor IBC",44,"MASCULINO","2019/04/24","NO REPORTADO","15176 - Chiquinquirá",8866396
"1052","Valor IBC",46,"MASCULINO","2019/04/24","NO REPORTADO","15176 - Chiquinquirá",9218228
"1053","Valor IBC",41,"MASCULINO","2019/05/06","NO REPORTADO","15176 - Chiquinquirá",5542400
"1054","Valor IBC",43,"MASCULINO","2019/05/08","NO REPORTADO","15176 - Chiquinquirá",6584963
"1055","Valor IBC",29,"MASCULINO","2019/05/14","NO REPORTADO","15176 - Chiquinquirá",3560608
"1056","Valor IBC",32,"MASCULINO","2019/05/14","NO REPORTADO","15176 - Chiquinquirá",11180088
"1057","Valor IBC",54,"MASCULINO","2019/05/14","NO REPORTADO","15176 - Chiquinquirá",7152588
"1058","Valor IBC",61,"MASCULINO","2019/05/14","NO REPORTADO","15176 - Chiquinquirá",7236472
"1059","Valor IBC",46,"MASCULINO","2019/05/17","NO REPORTADO","15176 - Chiquinquirá",6863400
"1060","Valor IBC",26,"MASCULINO","2019/05/21","NO REPORTADO","15176 - Chiquinquirá",3393848
"1061","Valor IBC",29,"MASCULINO","2019/05/21","NO REPORTADO","15176 - Chiquinquirá",16479600
"1062","Valor IBC",36,"MASCULINO","2019/05/21","NO REPORTADO","15176 - Chiquinquirá",18153208
"1063","Valor IBC",39,"MASCULINO","2019/05/21","NO REPORTADO","15176 - Chiquinquirá",12950648
"1064","Valor IBC",44,"MASCULINO","2019/05/21","NO REPORTADO","15176 - Chiquinquirá",9625732
"1065","Valor IBC",46,"MASCULINO","2019/05/21","NO REPORTADO","15176 - Chiquinquirá",10073732
