scope_code,department_code,department,municipality,update_mdhm,advance_number,tables_total,tables_reported,tables_reported_pct,census_total,voters,voters_pct,abstention,abstention_pct,valid_votes,valid_votes_pct,blank_votes,blank_votes_pct,null_votes,null_votes_pct,unmarked_votes,unmarked_votes_pct,candidate_votes_total,candidate_votes_total_pct,party_code,party_name,party_color,candidate_code,sort_order,president,vice_president,votes,votes_pct
60040,60,AMAZONAS,PUERTO ARICA,05311649,2,2,2,100%,535,190,"35,51%",345,"64,48%",190,100%,0,0%,0,0%,0,0%,190,100%,2,,,11,12,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,9,"4,73%"
60040,60,AMAZONAS,PUERTO ARICA,05311649,2,2,2,100%,535,190,"35,51%",345,"64,48%",190,100%,0,0%,0,0%,0,0%,190,100%,13,,,9,10,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,1,"0,52%"
60040,60,AMAZONAS,PUERTO ARICA,05311649,2,2,2,100%,535,190,"35,51%",345,"64,48%",190,100%,0,0%,0,0%,0,0%,190,100%,11,,,2,3,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,1,"0,52%"
60040,60,AMAZONAS,PUERTO ARICA,05311649,2,2,2,100%,535,190,"35,51%",345,"64,48%",190,100%,0,0%,0,0%,0,0%,190,100%,5,,,10,11,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,1,"0,52%"
60040,60,AMAZONAS,PUERTO ARICA,05311649,2,2,2,100%,535,190,"35,51%",345,"64,48%",190,100%,0,0%,0,0%,0,0%,190,100%,12,,,13,14,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,0,0%
60040,60,AMAZONAS,PUERTO ARICA,05311649,2,2,2,100%,535,190,"35,51%",345,"64,48%",190,100%,0,0%,0,0%,0,0%,190,100%,4,,,6,7,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,0,0%
60040,60,AMAZONAS,PUERTO ARICA,05311649,2,2,2,100%,535,190,"35,51%",345,"64,48%",190,100%,0,0%,0,0%,0,0%,190,100%,14,,,5,6,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,0,0%
60040,60,AMAZONAS,PUERTO ARICA,05311649,2,2,2,100%,535,190,"35,51%",345,"64,48%",190,100%,0,0%,0,0%,0,0%,190,100%,8,,,3,4,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,0,0%
60040,60,AMAZONAS,PUERTO ARICA,05311649,2,2,2,100%,535,190,"35,51%",345,"64,48%",190,100%,0,0%,0,0%,0,0%,190,100%,6,,,8,9,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,0,0%
60040,60,AMAZONAS,PUERTO ARICA,05311649,2,2,2,100%,535,190,"35,51%",345,"64,48%",190,100%,0,0%,0,0%,0,0%,190,100%,3,,,12,13,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,0,0%
60040,60,AMAZONAS,PUERTO ARICA,05311649,2,2,2,100%,535,190,"35,51%",345,"64,48%",190,100%,0,0%,0,0%,0,0%,190,100%,9,PARTIDO CENTRO DEMOCRÁTICO,#4BAFE7,7,8,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,0,0%
60007,60,AMAZONAS,PUERTO NARIÑO,05311735,10,17,17,100%,5172,2243,"43,36%",2929,"56,63%",2204,"98,26%",43,"1,95%",15,"0,66%",24,"1,06%",2161,"98,04%",7,,,1,1,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,1629,"73,91%"
60007,60,AMAZONAS,PUERTO NARIÑO,05311735,10,17,17,100%,5172,2243,"43,36%",2929,"56,63%",2204,"98,26%",43,"1,95%",15,"0,66%",24,"1,06%",2161,"98,04%",10,,,4,5,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,327,"14,83%"
60007,60,AMAZONAS,PUERTO NARIÑO,05311735,10,17,17,100%,5172,2243,"43,36%",2929,"56,63%",2204,"98,26%",43,"1,95%",15,"0,66%",24,"1,06%",2161,"98,04%",2,,,11,12,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,112,"5,08%"
60007,60,AMAZONAS,PUERTO NARIÑO,05311735,10,17,17,100%,5172,2243,"43,36%",2929,"56,63%",2204,"98,26%",43,"1,95%",15,"0,66%",24,"1,06%",2161,"98,04%",8,,,3,4,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,24,"1,08%"
60007,60,AMAZONAS,PUERTO NARIÑO,05311735,10,17,17,100%,5172,2243,"43,36%",2929,"56,63%",2204,"98,26%",43,"1,95%",15,"0,66%",24,"1,06%",2161,"98,04%",11,,,2,3,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,19,"0,86%"
60007,60,AMAZONAS,PUERTO NARIÑO,05311735,10,17,17,100%,5172,2243,"43,36%",2929,"56,63%",2204,"98,26%",43,"1,95%",15,"0,66%",24,"1,06%",2161,"98,04%",13,,,9,10,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,9,"0,40%"
60007,60,AMAZONAS,PUERTO NARIÑO,05311735,10,17,17,100%,5172,2243,"43,36%",2929,"56,63%",2204,"98,26%",43,"1,95%",15,"0,66%",24,"1,06%",2161,"98,04%",3,,,12,13,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,9,"0,40%"
60007,60,AMAZONAS,PUERTO NARIÑO,05311735,10,17,17,100%,5172,2243,"43,36%",2929,"56,63%",2204,"98,26%",43,"1,95%",15,"0,66%",24,"1,06%",2161,"98,04%",4,,,6,7,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,8,"0,36%"
60007,60,AMAZONAS,PUERTO NARIÑO,05311735,10,17,17,100%,5172,2243,"43,36%",2929,"56,63%",2204,"98,26%",43,"1,95%",15,"0,66%",24,"1,06%",2161,"98,04%",6,,,8,9,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,7,"0,31%"
60007,60,AMAZONAS,PUERTO NARIÑO,05311735,10,17,17,100%,5172,2243,"43,36%",2929,"56,63%",2204,"98,26%",43,"1,95%",15,"0,66%",24,"1,06%",2161,"98,04%",12,,,13,14,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,5,"0,22%"
60007,60,AMAZONAS,PUERTO NARIÑO,05311735,10,17,17,100%,5172,2243,"43,36%",2929,"56,63%",2204,"98,26%",43,"1,95%",15,"0,66%",24,"1,06%",2161,"98,04%",5,,,10,11,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,4,"0,18%"
60007,60,AMAZONAS,PUERTO NARIÑO,05311735,10,17,17,100%,5172,2243,"43,36%",2929,"56,63%",2204,"98,26%",43,"1,95%",15,"0,66%",24,"1,06%",2161,"98,04%",14,,,5,6,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,4,"0,18%"
60007,60,AMAZONAS,PUERTO NARIÑO,05311735,10,17,17,100%,5172,2243,"43,36%",2929,"56,63%",2204,"98,26%",43,"1,95%",15,"0,66%",24,"1,06%",2161,"98,04%",9,PARTIDO CENTRO DEMOCRÁTICO,#4BAFE7,7,8,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,4,"0,18%"
60021,60,AMAZONAS,PUERTO SANTANDER,05311644,1,2,2,100%,572,133,"23,25%",439,"76,74%",132,"99,24%",2,"1,51%",1,"0,75%",0,0%,130,"98,48%",7,,,1,1,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,93,"70,45%"
60021,60,AMAZONAS,PUERTO SANTANDER,05311644,1,2,2,100%,572,133,"23,25%",439,"76,74%",132,"99,24%",2,"1,51%",1,"0,75%",0,0%,130,"98,48%",10,,,4,5,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,19,"14,39%"
60021,60,AMAZONAS,PUERTO SANTANDER,05311644,1,2,2,100%,572,133,"23,25%",439,"76,74%",132,"99,24%",2,"1,51%",1,"0,75%",0,0%,130,"98,48%",2,,,11,12,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,14,"10,60%"
60021,60,AMAZONAS,PUERTO SANTANDER,05311644,1,2,2,100%,572,133,"23,25%",439,"76,74%",132,"99,24%",2,"1,51%",1,"0,75%",0,0%,130,"98,48%",11,,,2,3,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,2,"1,51%"
60021,60,AMAZONAS,PUERTO SANTANDER,05311644,1,2,2,100%,572,133,"23,25%",439,"76,74%",132,"99,24%",2,"1,51%",1,"0,75%",0,0%,130,"98,48%",3,,,12,13,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,2,"1,51%"
60021,60,AMAZONAS,PUERTO SANTANDER,05311644,1,2,2,100%,572,133,"23,25%",439,"76,74%",132,"99,24%",2,"1,51%",1,"0,75%",0,0%,130,"98,48%",13,,,9,10,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,0,0%
60021,60,AMAZONAS,PUERTO SANTANDER,05311644,1,2,2,100%,572,133,"23,25%",439,"76,74%",132,"99,24%",2,"1,51%",1,"0,75%",0,0%,130,"98,48%",5,,,10,11,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,0,0%
60021,60,AMAZONAS,PUERTO SANTANDER,05311644,1,2,2,100%,572,133,"23,25%",439,"76,74%",132,"99,24%",2,"1,51%",1,"0,75%",0,0%,130,"98,48%",12,,,13,14,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,0,0%
60021,60,AMAZONAS,PUERTO SANTANDER,05311644,1,2,2,100%,572,133,"23,25%",439,"76,74%",132,"99,24%",2,"1,51%",1,"0,75%",0,0%,130,"98,48%",4,,,6,7,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,0,0%
60021,60,AMAZONAS,PUERTO SANTANDER,05311644,1,2,2,100%,572,133,"23,25%",439,"76,74%",132,"99,24%",2,"1,51%",1,"0,75%",0,0%,130,"98,48%",14,,,5,6,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,0,0%
60021,60,AMAZONAS,PUERTO SANTANDER,05311644,1,2,2,100%,572,133,"23,25%",439,"76,74%",132,"99,24%",2,"1,51%",1,"0,75%",0,0%,130,"98,48%",8,,,3,4,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,0,0%
60021,60,AMAZONAS,PUERTO SANTANDER,05311644,1,2,2,100%,572,133,"23,25%",439,"76,74%",132,"99,24%",2,"1,51%",1,"0,75%",0,0%,130,"98,48%",6,,,8,9,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,0,0%
60021,60,AMAZONAS,PUERTO SANTANDER,05311644,1,2,2,100%,572,133,"23,25%",439,"76,74%",132,"99,24%",2,"1,51%",1,"0,75%",0,0%,130,"98,48%",9,PARTIDO CENTRO DEMOCRÁTICO,#4BAFE7,7,8,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,0,0%
60022,60,AMAZONAS,TARAPACA,05311659,4,5,5,100%,1607,500,"31,11%",1107,"68,88%",494,"98,80%",25,"5,06%",5,"1,00%",1,"0,20%",469,"94,93%",7,,,1,1,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,356,"72,06%"
60022,60,AMAZONAS,TARAPACA,05311659,4,5,5,100%,1607,500,"31,11%",1107,"68,88%",494,"98,80%",25,"5,06%",5,"1,00%",1,"0,20%",469,"94,93%",10,,,4,5,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,69,"13,96%"
60022,60,AMAZONAS,TARAPACA,05311659,4,5,5,100%,1607,500,"31,11%",1107,"68,88%",494,"98,80%",25,"5,06%",5,"1,00%",1,"0,20%",469,"94,93%",2,,,11,12,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,16,"3,23%"
60022,60,AMAZONAS,TARAPACA,05311659,4,5,5,100%,1607,500,"31,11%",1107,"68,88%",494,"98,80%",25,"5,06%",5,"1,00%",1,"0,20%",469,"94,93%",8,,,3,4,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,12,"2,42%"
60022,60,AMAZONAS,TARAPACA,05311659,4,5,5,100%,1607,500,"31,11%",1107,"68,88%",494,"98,80%",25,"5,06%",5,"1,00%",1,"0,20%",469,"94,93%",14,,,5,6,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,4,"0,80%"
60022,60,AMAZONAS,TARAPACA,05311659,4,5,5,100%,1607,500,"31,11%",1107,"68,88%",494,"98,80%",25,"5,06%",5,"1,00%",1,"0,20%",469,"94,93%",13,,,9,10,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,3,"0,60%"
60022,60,AMAZONAS,TARAPACA,05311659,4,5,5,100%,1607,500,"31,11%",1107,"68,88%",494,"98,80%",25,"5,06%",5,"1,00%",1,"0,20%",469,"94,93%",3,,,12,13,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,3,"0,60%"
60022,60,AMAZONAS,TARAPACA,05311659,4,5,5,100%,1607,500,"31,11%",1107,"68,88%",494,"98,80%",25,"5,06%",5,"1,00%",1,"0,20%",469,"94,93%",11,,,2,3,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,2,"0,40%"
60022,60,AMAZONAS,TARAPACA,05311659,4,5,5,100%,1607,500,"31,11%",1107,"68,88%",494,"98,80%",25,"5,06%",5,"1,00%",1,"0,20%",469,"94,93%",4,,,6,7,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,2,"0,40%"
60022,60,AMAZONAS,TARAPACA,05311659,4,5,5,100%,1607,500,"31,11%",1107,"68,88%",494,"98,80%",25,"5,06%",5,"1,00%",1,"0,20%",469,"94,93%",12,,,13,14,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,1,"0,20%"
60022,60,AMAZONAS,TARAPACA,05311659,4,5,5,100%,1607,500,"31,11%",1107,"68,88%",494,"98,80%",25,"5,06%",5,"1,00%",1,"0,20%",469,"94,93%",9,PARTIDO CENTRO DEMOCRÁTICO,#4BAFE7,7,8,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,1,"0,20%"
60022,60,AMAZONAS,TARAPACA,05311659,4,5,5,100%,1607,500,"31,11%",1107,"68,88%",494,"98,80%",25,"5,06%",5,"1,00%",1,"0,20%",469,"94,93%",5,,,10,11,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,0,0%
60022,60,AMAZONAS,TARAPACA,05311659,4,5,5,100%,1607,500,"31,11%",1107,"68,88%",494,"98,80%",25,"5,06%",5,"1,00%",1,"0,20%",469,"94,93%",6,,,8,9,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,0,0%
01004,01,ANTIOQUIA,ABEJORRAL,05311801,11,48,48,100%,15398,7590,"49,29%",7808,"50,70%",7472,"98,44%",113,"1,51%",65,"0,85%",53,"0,69%",7359,"98,48%",10,,,4,5,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,4191,"56,08%"
01004,01,ANTIOQUIA,ABEJORRAL,05311801,11,48,48,100%,15398,7590,"49,29%",7808,"50,70%",7472,"98,44%",113,"1,51%",65,"0,85%",53,"0,69%",7359,"98,48%",2,,,11,12,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,1635,"21,88%"
01004,01,ANTIOQUIA,ABEJORRAL,05311801,11,48,48,100%,15398,7590,"49,29%",7808,"50,70%",7472,"98,44%",113,"1,51%",65,"0,85%",53,"0,69%",7359,"98,48%",7,,,1,1,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,924,"12,36%"
01004,01,ANTIOQUIA,ABEJORRAL,05311801,11,48,48,100%,15398,7590,"49,29%",7808,"50,70%",7472,"98,44%",113,"1,51%",65,"0,85%",53,"0,69%",7359,"98,48%",3,,,12,13,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,343,"4,59%"
01004,01,ANTIOQUIA,ABEJORRAL,05311801,11,48,48,100%,15398,7590,"49,29%",7808,"50,70%",7472,"98,44%",113,"1,51%",65,"0,85%",53,"0,69%",7359,"98,48%",8,,,3,4,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,132,"1,76%"
01004,01,ANTIOQUIA,ABEJORRAL,05311801,11,48,48,100%,15398,7590,"49,29%",7808,"50,70%",7472,"98,44%",113,"1,51%",65,"0,85%",53,"0,69%",7359,"98,48%",11,,,2,3,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,45,"0,60%"
01004,01,ANTIOQUIA,ABEJORRAL,05311801,11,48,48,100%,15398,7590,"49,29%",7808,"50,70%",7472,"98,44%",113,"1,51%",65,"0,85%",53,"0,69%",7359,"98,48%",4,,,6,7,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,29,"0,38%"
01004,01,ANTIOQUIA,ABEJORRAL,05311801,11,48,48,100%,15398,7590,"49,29%",7808,"50,70%",7472,"98,44%",113,"1,51%",65,"0,85%",53,"0,69%",7359,"98,48%",9,PARTIDO CENTRO DEMOCRÁTICO,#4BAFE7,7,8,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,22,"0,29%"
01004,01,ANTIOQUIA,ABEJORRAL,05311801,11,48,48,100%,15398,7590,"49,29%",7808,"50,70%",7472,"98,44%",113,"1,51%",65,"0,85%",53,"0,69%",7359,"98,48%",14,,,5,6,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,15,"0,20%"
01004,01,ANTIOQUIA,ABEJORRAL,05311801,11,48,48,100%,15398,7590,"49,29%",7808,"50,70%",7472,"98,44%",113,"1,51%",65,"0,85%",53,"0,69%",7359,"98,48%",6,,,8,9,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,11,"0,14%"
01004,01,ANTIOQUIA,ABEJORRAL,05311801,11,48,48,100%,15398,7590,"49,29%",7808,"50,70%",7472,"98,44%",113,"1,51%",65,"0,85%",53,"0,69%",7359,"98,48%",5,,,10,11,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,6,"0,08%"
01004,01,ANTIOQUIA,ABEJORRAL,05311801,11,48,48,100%,15398,7590,"49,29%",7808,"50,70%",7472,"98,44%",113,"1,51%",65,"0,85%",53,"0,69%",7359,"98,48%",13,,,9,10,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,3,"0,04%"
01004,01,ANTIOQUIA,ABEJORRAL,05311801,11,48,48,100%,15398,7590,"49,29%",7808,"50,70%",7472,"98,44%",113,"1,51%",65,"0,85%",53,"0,69%",7359,"98,48%",12,,,13,14,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,3,"0,04%"
01007,01,ANTIOQUIA,ABRIAQUI,05311655,5,7,7,100%,2029,1097,"54,06%",932,"45,93%",1077,"98,17%",16,"1,48%",18,"1,64%",2,"0,18%",1061,"98,51%",10,,,4,5,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,592,"54,96%"
01007,01,ANTIOQUIA,ABRIAQUI,05311655,5,7,7,100%,2029,1097,"54,06%",932,"45,93%",1077,"98,17%",16,"1,48%",18,"1,64%",2,"0,18%",1061,"98,51%",2,,,11,12,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,319,"29,61%"
01007,01,ANTIOQUIA,ABRIAQUI,05311655,5,7,7,100%,2029,1097,"54,06%",932,"45,93%",1077,"98,17%",16,"1,48%",18,"1,64%",2,"0,18%",1061,"98,51%",7,,,1,1,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,102,"9,47%"
01007,01,ANTIOQUIA,ABRIAQUI,05311655,5,7,7,100%,2029,1097,"54,06%",932,"45,93%",1077,"98,17%",16,"1,48%",18,"1,64%",2,"0,18%",1061,"98,51%",3,,,12,13,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,26,"2,41%"
01007,01,ANTIOQUIA,ABRIAQUI,05311655,5,7,7,100%,2029,1097,"54,06%",932,"45,93%",1077,"98,17%",16,"1,48%",18,"1,64%",2,"0,18%",1061,"98,51%",8,,,3,4,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,8,"0,74%"
01007,01,ANTIOQUIA,ABRIAQUI,05311655,5,7,7,100%,2029,1097,"54,06%",932,"45,93%",1077,"98,17%",16,"1,48%",18,"1,64%",2,"0,18%",1061,"98,51%",11,,,2,3,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,4,"0,37%"
01007,01,ANTIOQUIA,ABRIAQUI,05311655,5,7,7,100%,2029,1097,"54,06%",932,"45,93%",1077,"98,17%",16,"1,48%",18,"1,64%",2,"0,18%",1061,"98,51%",6,,,8,9,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,3,"0,27%"
01007,01,ANTIOQUIA,ABRIAQUI,05311655,5,7,7,100%,2029,1097,"54,06%",932,"45,93%",1077,"98,17%",16,"1,48%",18,"1,64%",2,"0,18%",1061,"98,51%",9,PARTIDO CENTRO DEMOCRÁTICO,#4BAFE7,7,8,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,3,"0,27%"
01007,01,ANTIOQUIA,ABRIAQUI,05311655,5,7,7,100%,2029,1097,"54,06%",932,"45,93%",1077,"98,17%",16,"1,48%",18,"1,64%",2,"0,18%",1061,"98,51%",4,,,6,7,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,2,"0,18%"
01007,01,ANTIOQUIA,ABRIAQUI,05311655,5,7,7,100%,2029,1097,"54,06%",932,"45,93%",1077,"98,17%",16,"1,48%",18,"1,64%",2,"0,18%",1061,"98,51%",12,,,13,14,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,1,"0,09%"
01007,01,ANTIOQUIA,ABRIAQUI,05311655,5,7,7,100%,2029,1097,"54,06%",932,"45,93%",1077,"98,17%",16,"1,48%",18,"1,64%",2,"0,18%",1061,"98,51%",14,,,5,6,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,1,"0,09%"
01007,01,ANTIOQUIA,ABRIAQUI,05311655,5,7,7,100%,2029,1097,"54,06%",932,"45,93%",1077,"98,17%",16,"1,48%",18,"1,64%",2,"0,18%",1061,"98,51%",13,,,9,10,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,0,0%
01007,01,ANTIOQUIA,ABRIAQUI,05311655,5,7,7,100%,2029,1097,"54,06%",932,"45,93%",1077,"98,17%",16,"1,48%",18,"1,64%",2,"0,18%",1061,"98,51%",5,,,10,11,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,0,0%
01010,01,ANTIOQUIA,ALEJANDRIA,05311705,6,14,14,100%,4743,2760,"58,19%",1983,"41,80%",2724,"98,69%",30,"1,10%",14,"0,50%",22,"0,79%",2694,"98,89%",10,,,4,5,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,1811,"66,48%"
01010,01,ANTIOQUIA,ALEJANDRIA,05311705,6,14,14,100%,4743,2760,"58,19%",1983,"41,80%",2724,"98,69%",30,"1,10%",14,"0,50%",22,"0,79%",2694,"98,89%",7,,,1,1,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,389,"14,28%"
01010,01,ANTIOQUIA,ALEJANDRIA,05311705,6,14,14,100%,4743,2760,"58,19%",1983,"41,80%",2724,"98,69%",30,"1,10%",14,"0,50%",22,"0,79%",2694,"98,89%",2,,,11,12,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,312,"11,45%"
01010,01,ANTIOQUIA,ALEJANDRIA,05311705,6,14,14,100%,4743,2760,"58,19%",1983,"41,80%",2724,"98,69%",30,"1,10%",14,"0,50%",22,"0,79%",2694,"98,89%",3,,,12,13,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,114,"4,18%"
01010,01,ANTIOQUIA,ALEJANDRIA,05311705,6,14,14,100%,4743,2760,"58,19%",1983,"41,80%",2724,"98,69%",30,"1,10%",14,"0,50%",22,"0,79%",2694,"98,89%",8,,,3,4,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,48,"1,76%"
01010,01,ANTIOQUIA,ALEJANDRIA,05311705,6,14,14,100%,4743,2760,"58,19%",1983,"41,80%",2724,"98,69%",30,"1,10%",14,"0,50%",22,"0,79%",2694,"98,89%",14,,,5,6,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,8,"0,29%"
01010,01,ANTIOQUIA,ALEJANDRIA,05311705,6,14,14,100%,4743,2760,"58,19%",1983,"41,80%",2724,"98,69%",30,"1,10%",14,"0,50%",22,"0,79%",2694,"98,89%",4,,,6,7,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,3,"0,11%"
01010,01,ANTIOQUIA,ALEJANDRIA,05311705,6,14,14,100%,4743,2760,"58,19%",1983,"41,80%",2724,"98,69%",30,"1,10%",14,"0,50%",22,"0,79%",2694,"98,89%",9,PARTIDO CENTRO DEMOCRÁTICO,#4BAFE7,7,8,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,3,"0,11%"
01010,01,ANTIOQUIA,ALEJANDRIA,05311705,6,14,14,100%,4743,2760,"58,19%",1983,"41,80%",2724,"98,69%",30,"1,10%",14,"0,50%",22,"0,79%",2694,"98,89%",13,,,9,10,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,2,"0,07%"
01010,01,ANTIOQUIA,ALEJANDRIA,05311705,6,14,14,100%,4743,2760,"58,19%",1983,"41,80%",2724,"98,69%",30,"1,10%",14,"0,50%",22,"0,79%",2694,"98,89%",11,,,2,3,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,2,"0,07%"
01010,01,ANTIOQUIA,ALEJANDRIA,05311705,6,14,14,100%,4743,2760,"58,19%",1983,"41,80%",2724,"98,69%",30,"1,10%",14,"0,50%",22,"0,79%",2694,"98,89%",12,,,13,14,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,1,"0,03%"
