scope_code,department_code,department,municipality,update_mdhm,advance_number,tables_total,tables_reported,tables_reported_pct,census_total,voters,voters_pct,abstention,abstention_pct,valid_votes,valid_votes_pct,blank_votes,blank_votes_pct,null_votes,null_votes_pct,unmarked_votes,unmarked_votes_pct,candidate_votes_total,candidate_votes_total_pct,party_code,party_name,party_color,candidate_code,sort_order,president,vice_president,votes,votes_pct
15218,15,CUNDINAMARCA,RICAURTE,05311721,12,40,40,100%,13415,8306,"61,91%",5109,"38,08%",8235,"99,14%",123,"1,49%",65,"0,78%",6,"0,07%",8112,"98,50%",8,,,3,4,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,127,"1,54%"
15218,15,CUNDINAMARCA,RICAURTE,05311721,12,40,40,100%,13415,8306,"61,91%",5109,"38,08%",8235,"99,14%",123,"1,49%",65,"0,78%",6,"0,07%",8112,"98,50%",11,,,2,3,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,89,"1,08%"
15218,15,CUNDINAMARCA,RICAURTE,05311721,12,40,40,100%,13415,8306,"61,91%",5109,"38,08%",8235,"99,14%",123,"1,49%",65,"0,78%",6,"0,07%",8112,"98,50%",14,,,5,6,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,20,"0,24%"
15218,15,CUNDINAMARCA,RICAURTE,05311721,12,40,40,100%,13415,8306,"61,91%",5109,"38,08%",8235,"99,14%",123,"1,49%",65,"0,78%",6,"0,07%",8112,"98,50%",9,PARTIDO CENTRO DEMOCRÁTICO,#4BAFE7,7,8,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,17,"0,20%"
15218,15,CUNDINAMARCA,RICAURTE,05311721,12,40,40,100%,13415,8306,"61,91%",5109,"38,08%",8235,"99,14%",123,"1,49%",65,"0,78%",6,"0,07%",8112,"98,50%",6,,,8,9,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,7,"0,08%"
15218,15,CUNDINAMARCA,RICAURTE,05311721,12,40,40,100%,13415,8306,"61,91%",5109,"38,08%",8235,"99,14%",123,"1,49%",65,"0,78%",6,"0,07%",8112,"98,50%",4,,,6,7,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,5,"0,06%"
15218,15,CUNDINAMARCA,RICAURTE,05311721,12,40,40,100%,13415,8306,"61,91%",5109,"38,08%",8235,"99,14%",123,"1,49%",65,"0,78%",6,"0,07%",8112,"98,50%",13,,,9,10,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,3,"0,03%"
15218,15,CUNDINAMARCA,RICAURTE,05311721,12,40,40,100%,13415,8306,"61,91%",5109,"38,08%",8235,"99,14%",123,"1,49%",65,"0,78%",6,"0,07%",8112,"98,50%",12,,,13,14,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,3,"0,03%"
15218,15,CUNDINAMARCA,RICAURTE,05311721,12,40,40,100%,13415,8306,"61,91%",5109,"38,08%",8235,"99,14%",123,"1,49%",65,"0,78%",6,"0,07%",8112,"98,50%",5,,,10,11,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,1,"0,01%"
15220,15,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,05311721,8,28,28,100%,9533,6324,"66,33%",3209,"33,66%",6263,"99,03%",85,"1,35%",49,"0,77%",12,"0,18%",6178,"98,64%",10,,,4,5,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,3165,"50,53%"
15220,15,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,05311721,8,28,28,100%,9533,6324,"66,33%",3209,"33,66%",6263,"99,03%",85,"1,35%",49,"0,77%",12,"0,18%",6178,"98,64%",7,,,1,1,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,1977,"31,56%"
15220,15,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,05311721,8,28,28,100%,9533,6324,"66,33%",3209,"33,66%",6263,"99,03%",85,"1,35%",49,"0,77%",12,"0,18%",6178,"98,64%",2,,,11,12,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,634,"10,12%"
15220,15,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,05311721,8,28,28,100%,9533,6324,"66,33%",3209,"33,66%",6263,"99,03%",85,"1,35%",49,"0,77%",12,"0,18%",6178,"98,64%",3,,,12,13,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,201,"3,20%"
15220,15,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,05311721,8,28,28,100%,9533,6324,"66,33%",3209,"33,66%",6263,"99,03%",85,"1,35%",49,"0,77%",12,"0,18%",6178,"98,64%",11,,,2,3,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,93,"1,48%"
15220,15,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,05311721,8,28,28,100%,9533,6324,"66,33%",3209,"33,66%",6263,"99,03%",85,"1,35%",49,"0,77%",12,"0,18%",6178,"98,64%",8,,,3,4,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,63,"1,00%"
15220,15,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,05311721,8,28,28,100%,9533,6324,"66,33%",3209,"33,66%",6263,"99,03%",85,"1,35%",49,"0,77%",12,"0,18%",6178,"98,64%",14,,,5,6,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,18,"0,28%"
15220,15,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,05311721,8,28,28,100%,9533,6324,"66,33%",3209,"33,66%",6263,"99,03%",85,"1,35%",49,"0,77%",12,"0,18%",6178,"98,64%",4,,,6,7,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,9,"0,14%"
15220,15,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,05311721,8,28,28,100%,9533,6324,"66,33%",3209,"33,66%",6263,"99,03%",85,"1,35%",49,"0,77%",12,"0,18%",6178,"98,64%",9,PARTIDO CENTRO DEMOCRÁTICO,#4BAFE7,7,8,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,7,"0,11%"
15220,15,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,05311721,8,28,28,100%,9533,6324,"66,33%",3209,"33,66%",6263,"99,03%",85,"1,35%",49,"0,77%",12,"0,18%",6178,"98,64%",13,,,9,10,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,4,"0,06%"
15220,15,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,05311721,8,28,28,100%,9533,6324,"66,33%",3209,"33,66%",6263,"99,03%",85,"1,35%",49,"0,77%",12,"0,18%",6178,"98,64%",12,,,13,14,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,4,"0,06%"
15220,15,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,05311721,8,28,28,100%,9533,6324,"66,33%",3209,"33,66%",6263,"99,03%",85,"1,35%",49,"0,77%",12,"0,18%",6178,"98,64%",6,,,8,9,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,2,"0,03%"
15220,15,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,05311721,8,28,28,100%,9533,6324,"66,33%",3209,"33,66%",6263,"99,03%",85,"1,35%",49,"0,77%",12,"0,18%",6178,"98,64%",5,,,10,11,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,1,"0,01%"
15223,15,CUNDINAMARCA,SAN BERNARDO,05311650,7,24,24,100%,7842,4523,"57,67%",3319,"42,32%",4480,"99,04%",41,"0,91%",33,"0,72%",10,"0,22%",4439,"99,08%",10,,,4,5,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,2595,"57,92%"
15223,15,CUNDINAMARCA,SAN BERNARDO,05311650,7,24,24,100%,7842,4523,"57,67%",3319,"42,32%",4480,"99,04%",41,"0,91%",33,"0,72%",10,"0,22%",4439,"99,08%",7,,,1,1,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,1349,"30,11%"
15223,15,CUNDINAMARCA,SAN BERNARDO,05311650,7,24,24,100%,7842,4523,"57,67%",3319,"42,32%",4480,"99,04%",41,"0,91%",33,"0,72%",10,"0,22%",4439,"99,08%",2,,,11,12,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,291,"6,49%"
15223,15,CUNDINAMARCA,SAN BERNARDO,05311650,7,24,24,100%,7842,4523,"57,67%",3319,"42,32%",4480,"99,04%",41,"0,91%",33,"0,72%",10,"0,22%",4439,"99,08%",3,,,12,13,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,104,"2,32%"
15223,15,CUNDINAMARCA,SAN BERNARDO,05311650,7,24,24,100%,7842,4523,"57,67%",3319,"42,32%",4480,"99,04%",41,"0,91%",33,"0,72%",10,"0,22%",4439,"99,08%",8,,,3,4,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,48,"1,07%"
15223,15,CUNDINAMARCA,SAN BERNARDO,05311650,7,24,24,100%,7842,4523,"57,67%",3319,"42,32%",4480,"99,04%",41,"0,91%",33,"0,72%",10,"0,22%",4439,"99,08%",11,,,2,3,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,30,"0,66%"
15223,15,CUNDINAMARCA,SAN BERNARDO,05311650,7,24,24,100%,7842,4523,"57,67%",3319,"42,32%",4480,"99,04%",41,"0,91%",33,"0,72%",10,"0,22%",4439,"99,08%",14,,,5,6,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,11,"0,24%"
15223,15,CUNDINAMARCA,SAN BERNARDO,05311650,7,24,24,100%,7842,4523,"57,67%",3319,"42,32%",4480,"99,04%",41,"0,91%",33,"0,72%",10,"0,22%",4439,"99,08%",13,,,9,10,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,3,"0,06%"
15223,15,CUNDINAMARCA,SAN BERNARDO,05311650,7,24,24,100%,7842,4523,"57,67%",3319,"42,32%",4480,"99,04%",41,"0,91%",33,"0,72%",10,"0,22%",4439,"99,08%",6,,,8,9,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,3,"0,06%"
15223,15,CUNDINAMARCA,SAN BERNARDO,05311650,7,24,24,100%,7842,4523,"57,67%",3319,"42,32%",4480,"99,04%",41,"0,91%",33,"0,72%",10,"0,22%",4439,"99,08%",12,,,13,14,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,2,"0,04%"
15223,15,CUNDINAMARCA,SAN BERNARDO,05311650,7,24,24,100%,7842,4523,"57,67%",3319,"42,32%",4480,"99,04%",41,"0,91%",33,"0,72%",10,"0,22%",4439,"99,08%",5,,,10,11,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,1,"0,02%"
15223,15,CUNDINAMARCA,SAN BERNARDO,05311650,7,24,24,100%,7842,4523,"57,67%",3319,"42,32%",4480,"99,04%",41,"0,91%",33,"0,72%",10,"0,22%",4439,"99,08%",4,,,6,7,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,1,"0,02%"
15223,15,CUNDINAMARCA,SAN BERNARDO,05311650,7,24,24,100%,7842,4523,"57,67%",3319,"42,32%",4480,"99,04%",41,"0,91%",33,"0,72%",10,"0,22%",4439,"99,08%",9,PARTIDO CENTRO DEMOCRÁTICO,#4BAFE7,7,8,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,1,"0,02%"
15226,15,CUNDINAMARCA,SAN CAYETANO,05311736,10,16,16,100%,4452,2337,"52,49%",2115,"47,50%",2322,"99,35%",25,"1,07%",11,"0,47%",4,"0,17%",2297,"98,92%",10,,,4,5,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,1560,"67,18%"
15226,15,CUNDINAMARCA,SAN CAYETANO,05311736,10,16,16,100%,4452,2337,"52,49%",2115,"47,50%",2322,"99,35%",25,"1,07%",11,"0,47%",4,"0,17%",2297,"98,92%",2,,,11,12,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,367,"15,80%"
15226,15,CUNDINAMARCA,SAN CAYETANO,05311736,10,16,16,100%,4452,2337,"52,49%",2115,"47,50%",2322,"99,35%",25,"1,07%",11,"0,47%",4,"0,17%",2297,"98,92%",7,,,1,1,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,276,"11,88%"
15226,15,CUNDINAMARCA,SAN CAYETANO,05311736,10,16,16,100%,4452,2337,"52,49%",2115,"47,50%",2322,"99,35%",25,"1,07%",11,"0,47%",4,"0,17%",2297,"98,92%",3,,,12,13,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,37,"1,59%"
15226,15,CUNDINAMARCA,SAN CAYETANO,05311736,10,16,16,100%,4452,2337,"52,49%",2115,"47,50%",2322,"99,35%",25,"1,07%",11,"0,47%",4,"0,17%",2297,"98,92%",8,,,3,4,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,28,"1,20%"
15226,15,CUNDINAMARCA,SAN CAYETANO,05311736,10,16,16,100%,4452,2337,"52,49%",2115,"47,50%",2322,"99,35%",25,"1,07%",11,"0,47%",4,"0,17%",2297,"98,92%",11,,,2,3,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,14,"0,60%"
15226,15,CUNDINAMARCA,SAN CAYETANO,05311736,10,16,16,100%,4452,2337,"52,49%",2115,"47,50%",2322,"99,35%",25,"1,07%",11,"0,47%",4,"0,17%",2297,"98,92%",14,,,5,6,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,5,"0,21%"
15226,15,CUNDINAMARCA,SAN CAYETANO,05311736,10,16,16,100%,4452,2337,"52,49%",2115,"47,50%",2322,"99,35%",25,"1,07%",11,"0,47%",4,"0,17%",2297,"98,92%",4,,,6,7,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,4,"0,17%"
15226,15,CUNDINAMARCA,SAN CAYETANO,05311736,10,16,16,100%,4452,2337,"52,49%",2115,"47,50%",2322,"99,35%",25,"1,07%",11,"0,47%",4,"0,17%",2297,"98,92%",12,,,13,14,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,2,"0,08%"
15226,15,CUNDINAMARCA,SAN CAYETANO,05311736,10,16,16,100%,4452,2337,"52,49%",2115,"47,50%",2322,"99,35%",25,"1,07%",11,"0,47%",4,"0,17%",2297,"98,92%",6,,,8,9,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,2,"0,08%"
15226,15,CUNDINAMARCA,SAN CAYETANO,05311736,10,16,16,100%,4452,2337,"52,49%",2115,"47,50%",2322,"99,35%",25,"1,07%",11,"0,47%",4,"0,17%",2297,"98,92%",13,,,9,10,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,1,"0,04%"
15226,15,CUNDINAMARCA,SAN CAYETANO,05311736,10,16,16,100%,4452,2337,"52,49%",2115,"47,50%",2322,"99,35%",25,"1,07%",11,"0,47%",4,"0,17%",2297,"98,92%",9,PARTIDO CENTRO DEMOCRÁTICO,#4BAFE7,7,8,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,1,"0,04%"
15226,15,CUNDINAMARCA,SAN CAYETANO,05311736,10,16,16,100%,4452,2337,"52,49%",2115,"47,50%",2322,"99,35%",25,"1,07%",11,"0,47%",4,"0,17%",2297,"98,92%",5,,,10,11,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,0,0%
15229,15,CUNDINAMARCA,SAN FRANCISCO,05311711,8,31,31,100%,9807,6418,"65,44%",3389,"34,55%",6347,"98,89%",88,"1,38%",56,"0,87%",15,"0,23%",6259,"98,61%",10,,,4,5,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,3805,"59,94%"
15229,15,CUNDINAMARCA,SAN FRANCISCO,05311711,8,31,31,100%,9807,6418,"65,44%",3389,"34,55%",6347,"98,89%",88,"1,38%",56,"0,87%",15,"0,23%",6259,"98,61%",7,,,1,1,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,1516,"23,88%"
15229,15,CUNDINAMARCA,SAN FRANCISCO,05311711,8,31,31,100%,9807,6418,"65,44%",3389,"34,55%",6347,"98,89%",88,"1,38%",56,"0,87%",15,"0,23%",6259,"98,61%",2,,,11,12,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,571,"8,99%"
15229,15,CUNDINAMARCA,SAN FRANCISCO,05311711,8,31,31,100%,9807,6418,"65,44%",3389,"34,55%",6347,"98,89%",88,"1,38%",56,"0,87%",15,"0,23%",6259,"98,61%",3,,,12,13,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,182,"2,86%"
15229,15,CUNDINAMARCA,SAN FRANCISCO,05311711,8,31,31,100%,9807,6418,"65,44%",3389,"34,55%",6347,"98,89%",88,"1,38%",56,"0,87%",15,"0,23%",6259,"98,61%",8,,,3,4,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,80,"1,26%"
15229,15,CUNDINAMARCA,SAN FRANCISCO,05311711,8,31,31,100%,9807,6418,"65,44%",3389,"34,55%",6347,"98,89%",88,"1,38%",56,"0,87%",15,"0,23%",6259,"98,61%",11,,,2,3,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,79,"1,24%"
15229,15,CUNDINAMARCA,SAN FRANCISCO,05311711,8,31,31,100%,9807,6418,"65,44%",3389,"34,55%",6347,"98,89%",88,"1,38%",56,"0,87%",15,"0,23%",6259,"98,61%",4,,,6,7,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,14,"0,22%"
15229,15,CUNDINAMARCA,SAN FRANCISCO,05311711,8,31,31,100%,9807,6418,"65,44%",3389,"34,55%",6347,"98,89%",88,"1,38%",56,"0,87%",15,"0,23%",6259,"98,61%",14,,,5,6,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,5,"0,07%"
15229,15,CUNDINAMARCA,SAN FRANCISCO,05311711,8,31,31,100%,9807,6418,"65,44%",3389,"34,55%",6347,"98,89%",88,"1,38%",56,"0,87%",15,"0,23%",6259,"98,61%",9,PARTIDO CENTRO DEMOCRÁTICO,#4BAFE7,7,8,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,4,"0,06%"
15229,15,CUNDINAMARCA,SAN FRANCISCO,05311711,8,31,31,100%,9807,6418,"65,44%",3389,"34,55%",6347,"98,89%",88,"1,38%",56,"0,87%",15,"0,23%",6259,"98,61%",12,,,13,14,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,2,"0,03%"
15229,15,CUNDINAMARCA,SAN FRANCISCO,05311711,8,31,31,100%,9807,6418,"65,44%",3389,"34,55%",6347,"98,89%",88,"1,38%",56,"0,87%",15,"0,23%",6259,"98,61%",13,,,9,10,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,1,"0,01%"
15229,15,CUNDINAMARCA,SAN FRANCISCO,05311711,8,31,31,100%,9807,6418,"65,44%",3389,"34,55%",6347,"98,89%",88,"1,38%",56,"0,87%",15,"0,23%",6259,"98,61%",5,,,10,11,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,0,0%
15229,15,CUNDINAMARCA,SAN FRANCISCO,05311711,8,31,31,100%,9807,6418,"65,44%",3389,"34,55%",6347,"98,89%",88,"1,38%",56,"0,87%",15,"0,23%",6259,"98,61%",6,,,8,9,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,0,0%
15232,15,CUNDINAMARCA,SAN JUAN DE RIOSECO,05311711,9,29,29,100%,9104,5342,"58,67%",3762,"41,32%",5277,"98,78%",56,"1,06%",48,"0,89%",17,"0,31%",5221,"98,93%",10,,,4,5,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,3126,"59,23%"
15232,15,CUNDINAMARCA,SAN JUAN DE RIOSECO,05311711,9,29,29,100%,9104,5342,"58,67%",3762,"41,32%",5277,"98,78%",56,"1,06%",48,"0,89%",17,"0,31%",5221,"98,93%",7,,,1,1,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,1390,"26,34%"
15232,15,CUNDINAMARCA,SAN JUAN DE RIOSECO,05311711,9,29,29,100%,9104,5342,"58,67%",3762,"41,32%",5277,"98,78%",56,"1,06%",48,"0,89%",17,"0,31%",5221,"98,93%",2,,,11,12,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,483,"9,15%"
15232,15,CUNDINAMARCA,SAN JUAN DE RIOSECO,05311711,9,29,29,100%,9104,5342,"58,67%",3762,"41,32%",5277,"98,78%",56,"1,06%",48,"0,89%",17,"0,31%",5221,"98,93%",3,,,12,13,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,121,"2,29%"
15232,15,CUNDINAMARCA,SAN JUAN DE RIOSECO,05311711,9,29,29,100%,9104,5342,"58,67%",3762,"41,32%",5277,"98,78%",56,"1,06%",48,"0,89%",17,"0,31%",5221,"98,93%",8,,,3,4,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,42,"0,79%"
15232,15,CUNDINAMARCA,SAN JUAN DE RIOSECO,05311711,9,29,29,100%,9104,5342,"58,67%",3762,"41,32%",5277,"98,78%",56,"1,06%",48,"0,89%",17,"0,31%",5221,"98,93%",11,,,2,3,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,30,"0,56%"
15232,15,CUNDINAMARCA,SAN JUAN DE RIOSECO,05311711,9,29,29,100%,9104,5342,"58,67%",3762,"41,32%",5277,"98,78%",56,"1,06%",48,"0,89%",17,"0,31%",5221,"98,93%",4,,,6,7,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,7,"0,13%"
15232,15,CUNDINAMARCA,SAN JUAN DE RIOSECO,05311711,9,29,29,100%,9104,5342,"58,67%",3762,"41,32%",5277,"98,78%",56,"1,06%",48,"0,89%",17,"0,31%",5221,"98,93%",14,,,5,6,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,6,"0,11%"
15232,15,CUNDINAMARCA,SAN JUAN DE RIOSECO,05311711,9,29,29,100%,9104,5342,"58,67%",3762,"41,32%",5277,"98,78%",56,"1,06%",48,"0,89%",17,"0,31%",5221,"98,93%",6,,,8,9,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,5,"0,09%"
15232,15,CUNDINAMARCA,SAN JUAN DE RIOSECO,05311711,9,29,29,100%,9104,5342,"58,67%",3762,"41,32%",5277,"98,78%",56,"1,06%",48,"0,89%",17,"0,31%",5221,"98,93%",12,,,13,14,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,4,"0,07%"
15232,15,CUNDINAMARCA,SAN JUAN DE RIOSECO,05311711,9,29,29,100%,9104,5342,"58,67%",3762,"41,32%",5277,"98,78%",56,"1,06%",48,"0,89%",17,"0,31%",5221,"98,93%",9,PARTIDO CENTRO DEMOCRÁTICO,#4BAFE7,7,8,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,4,"0,07%"
15232,15,CUNDINAMARCA,SAN JUAN DE RIOSECO,05311711,9,29,29,100%,9104,5342,"58,67%",3762,"41,32%",5277,"98,78%",56,"1,06%",48,"0,89%",17,"0,31%",5221,"98,93%",13,,,9,10,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,3,"0,05%"
15232,15,CUNDINAMARCA,SAN JUAN DE RIOSECO,05311711,9,29,29,100%,9104,5342,"58,67%",3762,"41,32%",5277,"98,78%",56,"1,06%",48,"0,89%",17,"0,31%",5221,"98,93%",5,,,10,11,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,0,0%
15235,15,CUNDINAMARCA,SASAIMA,05311721,12,29,29,100%,9558,6148,"64,32%",3410,"35,67%",6052,"98,43%",107,"1,76%",73,"1,18%",23,"0,37%",5945,"98,23%",10,,,4,5,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,3590,"59,31%"
15235,15,CUNDINAMARCA,SASAIMA,05311721,12,29,29,100%,9558,6148,"64,32%",3410,"35,67%",6052,"98,43%",107,"1,76%",73,"1,18%",23,"0,37%",5945,"98,23%",7,,,1,1,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,1390,"22,96%"
15235,15,CUNDINAMARCA,SASAIMA,05311721,12,29,29,100%,9558,6148,"64,32%",3410,"35,67%",6052,"98,43%",107,"1,76%",73,"1,18%",23,"0,37%",5945,"98,23%",2,,,11,12,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,564,"9,31%"
15235,15,CUNDINAMARCA,SASAIMA,05311721,12,29,29,100%,9558,6148,"64,32%",3410,"35,67%",6052,"98,43%",107,"1,76%",73,"1,18%",23,"0,37%",5945,"98,23%",3,,,12,13,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,196,"3,23%"
15235,15,CUNDINAMARCA,SASAIMA,05311721,12,29,29,100%,9558,6148,"64,32%",3410,"35,67%",6052,"98,43%",107,"1,76%",73,"1,18%",23,"0,37%",5945,"98,23%",8,,,3,4,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,86,"1,42%"
15235,15,CUNDINAMARCA,SASAIMA,05311721,12,29,29,100%,9558,6148,"64,32%",3410,"35,67%",6052,"98,43%",107,"1,76%",73,"1,18%",23,"0,37%",5945,"98,23%",11,,,2,3,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,70,"1,15%"
15235,15,CUNDINAMARCA,SASAIMA,05311721,12,29,29,100%,9558,6148,"64,32%",3410,"35,67%",6052,"98,43%",107,"1,76%",73,"1,18%",23,"0,37%",5945,"98,23%",14,,,5,6,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,16,"0,26%"
15235,15,CUNDINAMARCA,SASAIMA,05311721,12,29,29,100%,9558,6148,"64,32%",3410,"35,67%",6052,"98,43%",107,"1,76%",73,"1,18%",23,"0,37%",5945,"98,23%",4,,,6,7,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,12,"0,19%"
